Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Prod_Merc_Positions_Long_ALL,Prod_Merc_Positions_Short_ALL,Swap_Positions_Long_All,Swap__Positions_Short_All,Swap__Positions_Spread_All,M_Money_Positions_Long_ALL,M_Money_Positions_Short_ALL,M_Money_Positions_Spread_ALL,Other_Rept_Positions_Long_ALL,Other_Rept_Positions_Short_ALL,Other_Rept_Positions_Spread_ALL,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,Prod_Merc_Positions_Long_Old,Prod_Merc_Positions_Short_Old,Swap_Positions_Long_Old,Swap_Positions_Short_Old,Swap_Positions_Spread_Old,M_Money_Positions_Long_Old,M_Money_Positions_Short_Old,M_Money_Positions_Spread_Old,Other_Rept_Positions_Long_Old,Other_Rept_Positions_Short_Old,Other_Rept_Positions_Spread_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,Prod_Merc_Positions_Long_Other,Prod_Merc_Positions_Short_Other,Swap_Positions_Long_Other,Swap_Positions_Short_Other,Swap_Positions_Spread_Other,M_Money_Positions_Long_Other,M_Money_Positions_Short_Other,M_Money_Positions_Spread_Other,Other_Rept_Positions_Long_Other,Other_Rept_Positions_Short_Other,Other_Rept_Positions_Spread_Othr,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_Prod_Merc_Long_All,Change_in_Prod_Merc_Short_All,Change_in_Swap_Long_All,Change_in_Swap_Short_All,Change_in_Swap_Spread_All,Change_in_M_Money_Long_All,Change_in_M_Money_Short_All,Change_in_M_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Prod_Merc_Long_All,Pct_of_OI_Prod_Merc_Short_All,Pct_of_OI_Swap_Long_All,Pct_of_OI_Swap_Short_All,Pct_of_OI_Swap_Spread_All,Pct_of_OI_M_Money_Long_All,Pct_of_OI_M_Money_Short_All,Pct_of_OI_M_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_Prod_Merc_Long_Old,Pct_of_OI_Prod_Merc_Short_Old,Pct_of_OI_Swap_Long_Old,Pct_of_OI_Swap_Short_Old,Pct_of_OI_Swap_Spread_Old,Pct_of_OI_M_Money_Long_Old,Pct_of_OI_M_Money_Short_Old,Pct_of_OI_M_Money_Spread_Old,Pct_of_OI_Other_Rept_Long_Old,Pct_of_OI_Other_Rept_Short_Old,Pct_of_OI_Other_Rept_Spread_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_Prod_Merc_Long_Other,Pct_of_OI_Prod_Merc_Short_Other,Pct_of_OI_Swap_Long_Other,Pct_of_OI_Swap_Short_Other,Pct_of_OI_Swap_Spread_Other,Pct_of_OI_M_Money_Long_Other,Pct_of_OI_M_Money_Short_Other,Pct_of_OI_M_Money_Spread_Other,Pct_of_OI_Other_Rept_Long_Other,Pct_of_OI_Other_Rept_Short_Other,Pct_of_OI_Other_Rept_Spread_Othr,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_Prod_Merc_Long_All,Traders_Prod_Merc_Short_All,Traders_Swap_Long_All,Traders_Swap_Short_All,Traders_Swap_Spread_All,Traders_M_Money_Long_All,Traders_M_Money_Short_All,Traders_M_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_Prod_Merc_Long_Old,Traders_Prod_Merc_Short_Old,Traders_Swap_Long_Old,Traders_Swap_Short_Old,Traders_Swap_Spread_Old,Traders_M_Money_Long_Old,Traders_M_Money_Short_Old,Traders_M_Money_Spread_Old,Traders_Other_Rept_Long_Old,Traders_Other_Rept_Short_Old,Traders_Other_Rept_Spread_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_Prod_Merc_Long_Other,Traders_Prod_Merc_Short_Other,Traders_Swap_Long_Other,Traders_Swap_Short_Other,Traders_Swap_Spread_Other,Traders_M_Money_Long_Other,Traders_M_Money_Short_Other,Traders_M_Money_Spread_Other,Traders_Other_Rept_Long_Other,Traders_Other_Rept_Short_Other,Traders_Other_Rept_Spread_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined
GOLD - COMMODITY EXCHANGE INC.,250422,4/22/2025,088691,CMX ,01,088 ,465351,18110,63420,37696,194654,35322,166360,45458,52096,92536,38060,12327,414447,441337,50904,24014,465351,18110,63420,37696,194654,35322,166360,45458,52096,92536,38060,12327,414447,441337,50904,24014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8723,3896,-2399,8575,-14774,8089,-2040,1912,5785,-10771,12109,-4366,9168,6356,-445,2367,100,3.9,13.6,8.1,41.8,7.6,35.7,9.8,11.2,19.9,8.2,2.6,89.1,94.8,10.9,5.2,100,3.9,13.6,8.1,41.8,7.6,35.7,9.8,11.2,19.9,8.2,2.6,89.1,94.8,10.9,5.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,13,16,23,24,27,101,27,41,95,37,34,272,170,333,13,16,23,24,27,101,27,41,95,37,34,272,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2,27.3,29.6,44.9,15.6,25.2,23.9,40.9,20.2,27.3,29.6,44.9,15.6,25.2,23.9,40.9,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,250415,4/15/2025,088691,CMX ,01,088 ,456628,14214,65819,29121,209428,27233,168400,43546,46311,103307,25951,16693,405279,434981,51349,21647,456628,14214,65819,29121,209428,27233,168400,43546,46311,103307,25951,16693,405279,434981,51349,21647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11160,127,-915,1993,2764,-766,-6993,-861,2347,8867,1240,4722,10297,8531,863,2629,100,3.1,14.4,6.4,45.9,6,36.9,9.5,10.1,22.6,5.7,3.7,88.8,95.3,11.2,4.7,100,3.1,14.4,6.4,45.9,6,36.9,9.5,10.1,22.6,5.7,3.7,88.8,95.3,11.2,4.7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,11,18,23,25,29,103,20,38,95,28,32,268,159,321,11,18,23,25,29,103,20,38,95,28,32,268,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9,29.1,28.3,46.5,15.3,27.6,23.8,44,18.9,29.1,28.3,46.5,15.3,27.6,23.8,44,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,250408,4/8/2025,088691,CMX ,01,088 ,445468,14087,66734,27128,206664,27999,175393,44407,43964,94440,24711,11971,394982,426450,50486,19018,445468,14087,66734,27128,206664,27999,175393,44407,43964,94440,24711,11971,394982,426450,50486,19018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-53278,2549,-7119,2872,-20338,-5082,-29440,-18427,7455,-28663,-1957,-2767,-53076,-48235,-202,-5043,100,3.2,15,6.1,46.4,6.3,39.4,10,9.9,21.2,5.5,2.7,88.7,95.7,11.3,4.3,100,3.2,15,6.1,46.4,6.3,39.4,10,9.9,21.2,5.5,2.7,88.7,95.7,11.3,4.3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,13,15,22,22,25,100,26,41,89,28,32,266,152,311,13,15,22,22,25,100,26,41,89,28,32,266,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,29.3,28.6,47.2,16.4,27.8,24.4,44.9,19,29.3,28.6,47.2,16.4,27.8,24.4,44.9,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,250401,4/1/2025,088691,CMX ,01,088 ,498746,11538,73853,24256,227002,33081,204833,62834,36509,123103,26668,14738,448058,474685,50688,24061,498746,11538,73853,24256,227002,33081,204833,62834,36509,123103,26668,14738,448058,474685,50688,24061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12736,-3144,-3586,8008,-5087,-22827,-8672,24061,3064,20036,-1335,-7037,-10572,-12747,-2164,11,100,2.3,14.8,4.9,45.5,6.6,41.1,12.6,7.3,24.7,5.3,3,89.8,95.2,10.2,4.8,100,2.3,14.8,4.9,45.5,6.6,41.1,12.6,7.3,24.7,5.3,3,89.8,95.2,10.2,4.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,10,18,14,26,23,106,24,38,92,40,32,264,162,325,10,18,14,26,23,106,24,38,92,40,32,264,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,27.3,24.5,44.2,14.8,25.9,23.2,41.9,15.5,27.3,24.5,44.2,14.8,25.9,23.2,41.9,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,250325,3/25/2025,088691,CMX ,01,088 ,511482,14682,77439,16248,232089,55908,213505,38773,33445,103067,28003,21775,458630,487432,52852,24050,511482,14682,77439,16248,232089,55908,213505,38773,33445,103067,28003,21775,458630,487432,52852,24050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22084,-9199,-10822,-651,-5598,5139,-7374,1728,-12340,2292,1326,38,-22095,-20529,11,-1555,100,2.9,15.1,3.2,45.4,10.9,41.7,7.6,6.5,20.2,5.5,4.3,89.7,95.3,10.3,4.7,100,2.9,15.1,3.2,45.4,10.9,41.7,7.6,6.5,20.2,5.5,4.3,89.7,95.3,10.3,4.7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,9,18,16,27,32,110,20,42,85,39,38,267,172,320,9,18,16,27,32,110,20,42,85,39,38,267,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,28.6,24.6,44,15.6,27.7,22.8,40.7,15.6,28.6,24.6,44,15.6,27.7,22.8,40.7,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,250318,3/18/2025,088691,CMX ,01,088 ,533566,23881,88261,16899,237687,50769,220879,37045,45785,100775,26677,21737,480725,507961,52841,25605,533566,23881,88261,16899,237687,50769,220879,37045,45785,100775,26677,21737,480725,507961,52841,25605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22290,-918,6203,-1560,11299,9482,15972,-286,-7634,9510,3936,-1656,23196,21344,-906,946,100,4.5,16.5,3.2,44.5,9.5,41.4,6.9,8.6,18.9,5,4.1,90.1,95.2,9.9,4.8,100,4.5,16.5,3.2,44.5,9.5,41.4,6.9,8.6,18.9,5,4.1,90.1,95.2,9.9,4.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,11,17,17,26,28,113,18,40,89,40,35,272,164,325,11,17,17,26,28,113,18,40,89,40,35,272,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,29,26.1,43.4,15.3,26.2,22.4,39.8,16.2,29,26.1,43.4,15.3,26.2,22.4,39.8,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,250311,3/11/2025,088691,CMX ,01,088 ,511276,24799,82058,18459,226388,41287,204907,37331,53419,91265,22741,23393,457529,486617,53747,24659,511276,24799,82058,18459,226388,41287,204907,37331,53419,91265,22741,23393,457529,486617,53747,24659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22006,-82,-1402,1885,-2722,17029,-58,-976,6693,-6902,1177,-704,17861,19095,4145,2911,100,4.9,16,3.6,44.3,8.1,40.1,7.3,10.4,17.9,4.4,4.6,89.5,95.2,10.5,4.8,100,4.9,16,3.6,44.3,8.1,40.1,7.3,10.4,17.9,4.4,4.6,89.5,95.2,10.5,4.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,12,14,16,26,29,103,20,42,81,33,37,258,160,303,12,14,16,26,29,103,20,42,81,33,37,258,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4,30.8,29.3,46.2,16.1,26.4,24.2,39.8,19.4,30.8,29.3,46.2,16.1,26.4,24.2,39.8,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,250304,3/4/2025,088691,CMX ,01,088 ,489270,24881,83460,16574,229110,24258,204965,38307,46726,98167,21564,24097,439668,467522,49602,21748,489270,24881,83460,16574,229110,24258,204965,38307,46726,98167,21564,24097,439668,467522,49602,21748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22909,874,-1037,1892,-13182,-8849,-7729,5425,-4783,-6087,-877,974,-23708,-22329,799,-580,100,5.1,17.1,3.4,46.8,5,41.9,7.8,9.6,20.1,4.4,4.9,89.9,95.6,10.1,4.4,100,5.1,17.1,3.4,46.8,5,41.9,7.8,9.6,20.1,4.4,4.9,89.9,95.6,10.1,4.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,12,13,14,28,28,97,19,40,82,34,33,253,149,294,12,13,14,28,28,97,19,40,82,34,33,253,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6,31.6,29.1,47.1,16.8,28.7,25.6,42.8,18.6,31.6,29.1,47.1,16.8,28.7,25.6,42.8,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,250225,2/25/2025,088691,CMX ,01,088 ,512179,24007,84497,14682,242292,33107,212694,32882,51509,104254,22441,23123,463376,489851,48803,22328,512179,24007,84497,14682,242292,33107,212694,32882,51509,104254,22441,23123,463376,489851,48803,22328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10151,1831,1902,-1884,-9926,-544,-9844,-4327,8545,-7251,-5719,1075,-8072,-8994,-2079,-1157,100,4.7,16.5,2.9,47.3,6.5,41.5,6.4,10.1,20.4,4.4,4.5,90.5,95.6,9.5,4.4,100,4.7,16.5,2.9,47.3,6.5,41.5,6.4,10.1,20.4,4.4,4.5,90.5,95.6,9.5,4.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,13,12,13,30,29,100,18,47,77,43,32,255,161,303,13,12,13,30,29,100,18,47,77,43,32,255,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3,30.6,27.8,46.9,16.2,27.6,24.8,41.7,17.3,30.6,27.8,46.9,16.2,27.6,24.8,41.7,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,250218,2/18/2025,088691,CMX ,01,088 ,522330,22176,82595,16566,252218,33651,222538,37209,42964,111505,28160,22048,471448,498845,50882,23485,522330,22176,82595,16566,252218,33651,222538,37209,42964,111505,28160,22048,471448,498845,50882,23485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6389,1241,759,-2935,-16270,1465,-6533,2941,618,-3190,3166,1572,-7762,-5749,1373,-640,100,4.2,15.8,3.2,48.3,6.4,42.6,7.1,8.2,21.3,5.4,4.2,90.3,95.5,9.7,4.5,100,4.2,15.8,3.2,48.3,6.4,42.6,7.1,8.2,21.3,5.4,4.2,90.3,95.5,9.7,4.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,11,12,16,31,32,98,21,44,79,45,31,257,166,312,11,12,16,31,32,98,21,44,79,45,31,257,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1,31,27.4,47.9,16.2,28.2,24.7,42.6,17.1,31,27.4,47.9,16.2,28.2,24.7,42.6,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,250211,2/11/2025,088691,CMX ,01,088 ,528719,20935,81836,19501,268488,32186,229071,34268,42346,114695,24994,20476,479210,504594,49509,24125,528719,20935,81836,19501,268488,32186,229071,34268,42346,114695,24994,20476,479210,504594,49509,24125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13285,1889,-654,-2323,-18067,-1322,-11414,3316,-365,-1320,1954,1583,-13272,-13555,-13,270,100,4,15.5,3.7,50.8,6.1,43.3,6.5,8,21.7,4.7,3.9,90.6,95.4,9.4,4.6,100,4,15.5,3.7,50.8,6.1,43.3,6.5,8,21.7,4.7,3.9,90.6,95.4,9.4,4.6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,9,13,14,32,28,100,21,47,77,44,27,253,161,309,9,13,14,32,28,100,21,47,77,44,27,253,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7,31.5,27.8,49.7,16.8,28.4,25.4,44.1,17.7,31.5,27.8,49.7,16.8,28.4,25.4,44.1,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,250204,2/4/2025,088691,CMX ,01,088 ,542004,19046,82490,21824,286555,33508,240485,30952,42711,116015,23040,18893,492482,518149,49522,23855,542004,19046,82490,21824,286555,33508,240485,30952,42711,116015,23040,18893,492482,518149,49522,23855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35501,-486,-17940,-7901,14006,-27269,12614,13621,-16378,5515,1409,-1894,-35799,-34445,298,-1056,100,3.5,15.2,4,52.9,6.2,44.4,5.7,7.9,21.4,4.3,3.5,90.9,95.6,9.1,4.4,100,3.5,15.2,4,52.9,6.2,44.4,5.7,7.9,21.4,4.3,3.5,90.9,95.6,9.1,4.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,9,12,16,32,29,105,19,43,82,40,25,259,155,314,9,12,16,32,29,105,19,43,82,40,25,259,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4,35.1,27.2,52.1,16.6,32.4,25.2,46.8,17.4,35.1,27.2,52.1,16.6,32.4,25.2,46.8,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,250128,1/28/2025,088691,CMX ,01,088 ,577505,19532,100430,29725,272549,60777,227871,17331,59089,110500,21631,20787,528281,552594,49224,24911,577505,19532,100430,29725,272549,60777,227871,17331,59089,110500,21631,20787,528281,552594,49224,24911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6118,-579,-287,-702,-3880,16199,907,6236,-3250,175,-3779,-5218,7532,6021,-1414,97,100,3.4,17.4,5.1,47.2,10.5,39.5,3,10.2,19.1,3.7,3.6,91.5,95.7,8.5,4.3,100,3.4,17.4,5.1,47.2,10.5,39.5,3,10.2,19.1,3.7,3.6,91.5,95.7,8.5,4.3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,8,15,13,30,30,104,16,43,74,35,32,246,156,293,8,15,13,30,30,104,16,43,74,35,32,246,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8,35.4,25,51.2,15.7,32.1,23.4,43.7,15.8,35.4,25,51.2,15.7,32.1,23.4,43.7,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,250121,1/21/2025,088691,CMX ,01,088 ,571387,20111,100717,30427,276429,44578,226964,11095,62339,110325,25410,26005,520749,546573,50638,24814,571387,20111,100717,30427,276429,44578,226964,11095,62339,110325,25410,26005,520749,546573,50638,24814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44920,-932,5687,277,17814,3696,19996,-251,13207,4725,3551,1563,42532,45267,2388,-347,100,3.5,17.6,5.3,48.4,7.8,39.7,1.9,10.9,19.3,4.4,4.6,91.1,95.7,8.9,4.3,100,3.5,17.6,5.3,48.4,7.8,39.7,1.9,10.9,19.3,4.4,4.6,91.1,95.7,8.9,4.3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,9,16,13,31,29,102,21,44,80,39,36,254,168,307,9,16,13,31,29,102,21,44,80,39,36,254,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,37.9,26.5,53.1,15.9,34.7,23.3,45.8,17,37.9,26.5,53.1,15.9,34.7,23.3,45.8,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,250114,1/14/2025,088691,CMX ,01,088 ,526467,21043,95030,30150,258615,40882,206968,11346,49132,105600,21859,24442,478217,501306,48250,25161,526467,21043,95030,30150,258615,40882,206968,11346,49132,105600,21859,24442,478217,501306,48250,25161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49424,10906,13926,-2537,18249,21032,15095,-2886,-5524,5752,-719,4024,48748,48102,676,1322,100,4,18.1,5.7,49.1,7.8,39.3,2.2,9.3,20.1,4.2,4.6,90.8,95.2,9.2,4.8,100,4,18.1,5.7,49.1,7.8,39.3,2.2,9.3,20.1,4.2,4.6,90.8,95.2,9.2,4.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,9,13,13,29,27,96,22,45,81,31,33,241,162,293,9,13,13,29,27,96,22,45,81,31,33,241,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8,40.2,27.2,54.8,16.8,36.3,24.6,47.9,17.8,40.2,27.2,54.8,16.8,36.3,24.6,47.9,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,250107,1/7/2025,088691,CMX ,01,088 ,477043,10137,81104,32687,240366,19850,191873,14232,54656,99848,22578,20418,429469,453204,47574,23839,477043,10137,81104,32687,240366,19850,191873,14232,54656,99848,22578,20418,429469,453204,47574,23839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18459,154,-2240,858,10602,1263,9745,-1727,6686,-931,2909,467,18242,17960,217,499,100,2.1,17,6.9,50.4,4.2,40.2,3,11.5,20.9,4.7,4.3,90,95,10,5,100,2.1,17,6.9,50.4,4.2,40.2,3,11.5,20.9,4.7,4.3,90,95,10,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,6,15,13,30,25,98,20,42,79,29,31,236,157,292,6,15,13,30,25,98,20,42,79,29,31,236,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6,40.6,32.9,56.9,18.8,37.3,26,49.9,23.6,40.6,32.9,56.9,18.8,37.3,26,49.9,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
MICRO GOLD - COMMODITY EXCHANGE INC.,251104,11/4/2025,088695,CMX ,01,088 ,76611,0,0,1007,0,0,448,0,0,21929,62553,2184,25568,64737,51043,11874,76611,0,0,1007,0,0,448,0,0,21929,62553,2184,25568,64737,51043,11874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2102,0,0,-107,0,0,5,0,0,746,2536,303,947,2839,1155,-737,100,0,0,1.3,0,0,0.6,0,0,28.6,81.7,2.9,33.4,84.5,66.6,15.5,100,0,0,1.3,0,0,0.6,0,0,28.6,81.7,2.9,33.4,84.5,66.6,15.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,,0,0,,0,0,17,13,7,23,16,32,0,0,,0,0,,0,0,17,13,7,23,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8,70,25.6,79.3,19.6,69.4,24.3,78.7,20.8,70,25.6,79.3,19.6,69.4,24.3,78.7,0,0,0,0,0,0,0,0,(CONTRACTS OF 10 TROY OUNCES),N20,FutOnly
MICRO GOLD - COMMODITY EXCHANGE INC.,251028,10/28/2025,088695,CMX ,01,088 ,74509,0,0,1114,0,0,443,0,0,21183,60017,1881,24621,61898,49888,12611,74509,0,0,1114,0,0,443,0,0,21183,60017,1881,24621,61898,49888,12611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8816,0,0,199,-484,0,233,0,0,10149,12598,-776,9805,11338,-989,-2522,100,0,0,1.5,0,0,0.6,0,0,28.4,80.5,2.5,33,83.1,67,16.9,100,0,0,1.5,0,0,0.6,0,0,28.4,80.5,2.5,33,83.1,67,16.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,,0,0,,0,0,17,14,8,25,16,33,0,0,,0,0,,0,0,17,14,8,25,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,66.8,24,77,17.3,66.3,23.3,76.2,17.5,66.8,24,77,17.3,66.3,23.3,76.2,0,0,0,0,0,0,0,0,(CONTRACTS OF 10 TROY OUNCES),N20,FutOnly
