Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Prod_Merc_Positions_Long_ALL,Prod_Merc_Positions_Short_ALL,Swap_Positions_Long_All,Swap__Positions_Short_All,Swap__Positions_Spread_All,M_Money_Positions_Long_ALL,M_Money_Positions_Short_ALL,M_Money_Positions_Spread_ALL,Other_Rept_Positions_Long_ALL,Other_Rept_Positions_Short_ALL,Other_Rept_Positions_Spread_ALL,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,Prod_Merc_Positions_Long_Old,Prod_Merc_Positions_Short_Old,Swap_Positions_Long_Old,Swap_Positions_Short_Old,Swap_Positions_Spread_Old,M_Money_Positions_Long_Old,M_Money_Positions_Short_Old,M_Money_Positions_Spread_Old,Other_Rept_Positions_Long_Old,Other_Rept_Positions_Short_Old,Other_Rept_Positions_Spread_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,Prod_Merc_Positions_Long_Other,Prod_Merc_Positions_Short_Other,Swap_Positions_Long_Other,Swap_Positions_Short_Other,Swap_Positions_Spread_Other,M_Money_Positions_Long_Other,M_Money_Positions_Short_Other,M_Money_Positions_Spread_Other,Other_Rept_Positions_Long_Other,Other_Rept_Positions_Short_Other,Other_Rept_Positions_Spread_Othr,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_Prod_Merc_Long_All,Change_in_Prod_Merc_Short_All,Change_in_Swap_Long_All,Change_in_Swap_Short_All,Change_in_Swap_Spread_All,Change_in_M_Money_Long_All,Change_in_M_Money_Short_All,Change_in_M_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Prod_Merc_Long_All,Pct_of_OI_Prod_Merc_Short_All,Pct_of_OI_Swap_Long_All,Pct_of_OI_Swap_Short_All,Pct_of_OI_Swap_Spread_All,Pct_of_OI_M_Money_Long_All,Pct_of_OI_M_Money_Short_All,Pct_of_OI_M_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_Prod_Merc_Long_Old,Pct_of_OI_Prod_Merc_Short_Old,Pct_of_OI_Swap_Long_Old,Pct_of_OI_Swap_Short_Old,Pct_of_OI_Swap_Spread_Old,Pct_of_OI_M_Money_Long_Old,Pct_of_OI_M_Money_Short_Old,Pct_of_OI_M_Money_Spread_Old,Pct_of_OI_Other_Rept_Long_Old,Pct_of_OI_Other_Rept_Short_Old,Pct_of_OI_Other_Rept_Spread_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_Prod_Merc_Long_Other,Pct_of_OI_Prod_Merc_Short_Other,Pct_of_OI_Swap_Long_Other,Pct_of_OI_Swap_Short_Other,Pct_of_OI_Swap_Spread_Other,Pct_of_OI_M_Money_Long_Other,Pct_of_OI_M_Money_Short_Other,Pct_of_OI_M_Money_Spread_Other,Pct_of_OI_Other_Rept_Long_Other,Pct_of_OI_Other_Rept_Short_Other,Pct_of_OI_Other_Rept_Spread_Othr,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_Prod_Merc_Long_All,Traders_Prod_Merc_Short_All,Traders_Swap_Long_All,Traders_Swap_Short_All,Traders_Swap_Spread_All,Traders_M_Money_Long_All,Traders_M_Money_Short_All,Traders_M_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_Prod_Merc_Long_Old,Traders_Prod_Merc_Short_Old,Traders_Swap_Long_Old,Traders_Swap_Short_Old,Traders_Swap_Spread_Old,Traders_M_Money_Long_Old,Traders_M_Money_Short_Old,Traders_M_Money_Spread_Old,Traders_Other_Rept_Long_Old,Traders_Other_Rept_Short_Old,Traders_Other_Rept_Spread_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_Prod_Merc_Long_Other,Traders_Prod_Merc_Short_Other,Traders_Swap_Long_Other,Traders_Swap_Short_Other,Traders_Swap_Spread_Other,Traders_M_Money_Long_Other,Traders_M_Money_Short_Other,Traders_M_Money_Spread_Other,Traders_Other_Rept_Long_Other,Traders_Other_Rept_Short_Other,Traders_Other_Rept_Spread_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined
GOLD - COMMODITY EXCHANGE INC.,231017,10/17/2023,088691,CMX ,01,088 ,439581,11737,41703,84592,182625,13733,104708,89605,39547,126704,29069,17697,398718,413979,40863,25602,439581,11737,41703,84592,182625,13733,104708,89605,39547,126704,29069,17697,398718,413979,40863,25602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3082,-7273,4266,-7027,19005,3021,10774,-31096,4607,306,871,2281,6689,2955,-3607,127,100,2.7,9.5,19.2,41.5,3.1,23.8,20.4,9,28.8,6.6,4,90.7,94.2,9.3,5.8,100,2.7,9.5,19.2,41.5,3.1,23.8,20.4,9,28.8,6.6,4,90.7,94.2,9.3,5.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,12,18,24,22,27,75,47,51,91,21,36,252,176,308,12,18,24,22,27,75,47,51,91,21,36,252,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9,31.5,25.8,49.5,15.3,29.1,24.8,44.8,15.9,31.5,25.8,49.5,15.3,29.1,24.8,44.8,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,231010,10/10/2023,088691,CMX ,01,088 ,436499,19010,37437,91619,163620,10712,93934,120701,34940,126398,28198,15416,392029,411024,44470,25475,436499,19010,37437,91619,163620,10712,93934,120701,34940,126398,28198,15416,392029,411024,44470,25475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5273,2396,-1373,5872,-11913,2407,-6566,12640,2000,-1508,-921,1458,6059,4298,-786,975,100,4.4,8.6,21,37.5,2.5,21.5,27.7,8,29,6.5,3.5,89.8,94.2,10.2,5.8,100,4.4,8.6,21,37.5,2.5,21.5,27.7,8,29,6.5,3.5,89.8,94.2,10.2,5.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,17,11,25,19,26,65,55,52,92,21,32,247,171,304,17,11,25,19,26,65,55,52,92,21,32,247,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1,29.9,25.8,47.5,15.6,27.5,24.3,43.1,16.1,29.9,25.8,47.5,15.6,27.5,24.3,43.1,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,231003,10/3/2023,088691,CMX ,01,088 ,431226,16614,38810,85747,175533,8305,100500,108061,32940,127906,29119,13958,385970,406726,45256,24500,431226,16614,38810,85747,175533,8305,100500,108061,32940,127906,29119,13958,385970,406726,45256,24500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4394,3462,-1009,-2379,-20762,-1261,-14168,16831,-2342,7014,604,5237,-4437,-2702,43,-1692,100,3.9,9,19.9,40.7,1.9,23.3,25.1,7.6,29.7,6.8,3.2,89.5,94.3,10.5,5.7,100,3.9,9,19.9,40.7,1.9,23.3,25.1,7.6,29.7,6.8,3.2,89.5,94.3,10.5,5.7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,15,15,26,18,25,68,56,51,94,26,31,249,180,317,15,15,26,18,25,68,56,51,94,26,31,249,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3,31.7,25.5,49.8,15.6,29.4,24.4,45.9,16.3,31.7,25.5,49.8,15.6,29.4,24.4,45.9,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,230926,9/26/2023,088691,CMX ,01,088 ,435620,13152,39819,88126,196295,9566,114668,91230,35282,120892,28515,8721,390407,409428,45213,26192,435620,13152,39819,88126,196295,9566,114668,91230,35282,120892,28515,8721,390407,409428,45213,26192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2458,-2153,-774,5520,-13955,-2537,-6504,17448,-443,4348,-256,-1981,-3750,-2498,1292,40,100,3,9.1,20.2,45.1,2.2,26.3,20.9,8.1,27.8,6.5,2,89.6,94,10.4,6,100,3,9.1,20.2,45.1,2.2,26.3,20.9,8.1,27.8,6.5,2,89.6,94,10.4,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,11,15,23,20,26,73,56,49,93,24,27,247,172,310,11,15,23,20,26,73,56,49,93,24,27,247,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,34,26.6,51.4,16.4,31.4,25.9,48.1,16.5,34,26.6,51.4,16.4,31.4,25.9,48.1,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,230919,9/19/2023,088691,CMX ,01,088 ,438078,15305,40593,82606,210250,12103,121172,73782,35725,116544,28771,10702,394157,411926,43921,26152,438078,15305,40593,82606,210250,12103,121172,73782,35725,116544,28771,10702,394157,411926,43921,26152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3143,-2056,884,-668,4514,-324,3435,-9384,1623,-1423,97,-911,-324,-3501,-2819,358,100,3.5,9.3,18.9,48,2.8,27.7,16.8,8.2,26.6,6.6,2.4,90,94,10,6,100,3.5,9.3,18.9,48,2.8,27.7,16.8,8.2,26.6,6.6,2.4,90,94,10,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,12,14,22,21,27,78,45,55,80,21,35,249,165,291,12,14,22,21,27,78,45,55,80,21,35,249,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6,33.6,27.3,52,16.5,31.1,26.7,48.1,16.6,33.6,27.3,52,16.5,31.1,26.7,48.1,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,230912,9/12/2023,088691,CMX ,01,088 ,441221,17361,39709,83274,205736,12427,117737,83166,34102,117967,28674,11613,394481,415427,46740,25794,441221,17361,39709,83274,205736,12427,117737,83166,34102,117967,28674,11613,394481,415427,46740,25794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2549,-633,-2659,1559,-9844,680,-2485,13309,998,2387,735,-731,1775,2488,774,61,100,3.9,9,18.9,46.6,2.8,26.7,18.8,7.7,26.7,6.5,2.6,89.4,94.2,10.6,5.8,100,3.9,9,18.9,46.6,2.8,26.7,18.8,7.7,26.7,6.5,2.6,89.4,94.2,10.6,5.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,13,13,25,20,30,74,51,50,89,19,36,250,174,302,13,13,25,20,30,74,51,50,89,19,36,250,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,33.4,26.6,51.6,16.1,30.7,26.1,47.3,16.2,33.4,26.6,51.6,16.1,30.7,26.1,47.3,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,230905,9/5/2023,088691,CMX ,01,088 ,438672,17994,42368,81715,215580,11747,120222,69857,33104,115580,27939,12344,392706,412939,45966,25733,438672,17994,42368,81715,215580,11747,120222,69857,33104,115580,27939,12344,392706,412939,45966,25733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4134,-2570,1337,-2044,11694,-2062,-387,-11510,-432,135,-3476,1027,-6333,-3422,2199,-712,100,4.1,9.7,18.6,49.1,2.7,27.4,15.9,7.5,26.3,6.4,2.8,89.5,94.1,10.5,5.9,100,4.1,9.7,18.6,49.1,2.7,27.4,15.9,7.5,26.3,6.4,2.8,89.5,94.1,10.5,5.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,12,17,22,24,31,76,46,50,87,23,34,249,176,304,12,17,22,24,31,76,46,50,87,23,34,249,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,34.3,27.2,52.4,16.7,32.2,26.8,47.9,16.7,34.3,27.2,52.4,16.7,32.2,26.8,47.9,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,230829,8/29/2023,088691,CMX ,01,088 ,442806,20564,41031,83759,203886,13809,120609,81367,33536,115445,31415,11317,399039,416361,43767,26445,442806,20564,41031,83759,203886,13809,120609,81367,33536,115445,31415,11317,399039,416361,43767,26445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12567,2226,5091,-3407,13286,1667,15524,-14609,1363,-5810,2997,2549,14112,12344,-1545,223,100,4.6,9.3,18.9,46,3.1,27.2,18.4,7.6,26.1,7.1,2.6,90.1,94,9.9,6,100,4.6,9.3,18.9,46,3.1,27.2,18.4,7.6,26.1,7.1,2.6,90.1,94,9.9,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,12,17,23,23,31,79,39,49,91,19,38,252,172,300,12,17,23,23,31,79,39,49,91,19,38,252,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,32.7,26.3,50.2,16.4,30.5,25.9,45.7,16.5,32.7,26.3,50.2,16.4,30.5,25.9,45.7,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,230822,8/22/2023,088691,CMX ,01,088 ,430239,18338,35940,87166,190600,12142,105085,95976,32173,121255,28418,8768,384927,404017,45312,26222,430239,18338,35940,87166,190600,12142,105085,95976,32173,121255,28418,8768,384927,404017,45312,26222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3372,476,-3452,478,-16488,630,-8061,12366,1245,1323,86,-438,-4347,-6051,975,2679,100,4.3,8.4,20.3,44.3,2.8,24.4,22.3,7.5,28.2,6.6,2,89.5,93.9,10.5,6.1,100,4.3,8.4,20.3,44.3,2.8,24.4,22.3,7.5,28.2,6.6,2,89.5,93.9,10.5,6.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,11,15,24,22,32,72,52,50,93,20,32,248,179,308,11,15,24,22,32,72,52,50,93,20,32,248,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4,31.9,26.1,49.7,16.3,29.7,25.3,44.9,16.4,31.9,26.1,49.7,16.3,29.7,25.3,44.9,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,230815,8/15/2023,088691,CMX ,01,088 ,433611,17862,39392,86688,207088,11512,113146,83610,30928,119932,28332,9206,389274,410068,44337,23543,433611,17862,39392,86688,207088,11512,113146,83610,30928,119932,28332,9206,389274,410068,44337,23543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5852,2451,-2469,-1496,-22200,1217,-1439,27631,975,5671,-1550,-868,6511,2736,-659,3116,100,4.1,9.1,20,47.8,2.7,26.1,19.3,7.1,27.7,6.5,2.1,89.8,94.6,10.2,5.4,100,4.1,9.1,20,47.8,2.7,26.1,19.3,7.1,27.7,6.5,2.1,89.8,94.6,10.2,5.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,13,11,24,21,30,70,54,54,91,19,30,249,171,302,13,11,24,21,30,70,54,54,91,19,30,249,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,33.7,26.3,49.8,16.7,31.6,25.7,45.6,16.7,33.7,26.3,49.8,16.7,31.6,25.7,45.6,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,230808,8/8/2023,088691,CMX ,01,088 ,427759,15411,41861,88184,229288,10295,114585,55979,29953,114261,29882,10074,382763,407332,44996,20427,427759,15411,41861,88184,229288,10295,114585,55979,29953,114261,29882,10074,382763,407332,44996,20427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11624,-923,-4685,-168,-15697,-2629,-9217,12186,-76,-922,-386,569,-13366,-10718,1742,-906,100,3.6,9.8,20.6,53.6,2.4,26.8,13.1,7,26.7,7,2.4,89.5,95.2,10.5,4.8,100,3.6,9.8,20.6,53.6,2.4,26.8,13.1,7,26.7,7,2.4,89.5,95.2,10.5,4.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,11,15,23,24,24,76,43,50,80,23,30,239,166,296,11,15,23,24,24,76,43,50,80,23,30,239,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8,37.5,26,52.7,16.8,35.4,25.3,48.9,16.8,37.5,26,52.7,16.8,35.4,25.3,48.9,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,230801,8/1/2023,088691,CMX ,01,088 ,439383,16334,46546,88352,244985,12924,123802,43793,30029,115183,30268,9505,396129,418050,43254,21333,439383,16334,46546,88352,244985,12924,123802,43793,30029,115183,30268,9505,396129,418050,43254,21333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36793,-118,-8850,2299,-334,-10062,-8801,6477,-5469,-443,-7006,-10153,-32747,-35397,-4046,-1396,100,3.7,10.6,20.1,55.8,2.9,28.2,10,6.8,26.2,6.9,2.2,90.2,95.1,9.8,4.9,100,3.7,10.6,20.1,55.8,2.9,28.2,10,6.8,26.2,6.9,2.2,90.2,95.1,9.8,4.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,11,16,23,23,28,77,43,48,88,24,31,247,169,304,11,16,23,23,28,77,43,48,88,24,31,247,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,38.5,25.7,52.1,16.6,36.1,25.2,48.9,16.7,38.5,25.7,52.1,16.6,36.1,25.2,48.9,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,230725,7/25/2023,088691,CMX ,01,088 ,476176,16452,55396,86053,245319,22986,132603,37316,35498,115626,37274,19658,428876,453447,47300,22729,476176,16452,55396,86053,245319,22986,132603,37316,35498,115626,37274,19658,428876,453447,47300,22729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5928,2171,1841,1126,-14049,6696,-15041,4990,2069,-470,-792,-3995,-7444,-3240,1516,-2688,100,3.5,11.6,18.1,51.5,4.8,27.8,7.8,7.5,24.3,7.8,4.1,90.1,95.2,9.9,4.8,100,3.5,11.6,18.1,51.5,4.8,27.8,7.8,7.5,24.3,7.8,4.1,90.1,95.2,9.9,4.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,9,17,21,26,33,89,36,49,79,36,35,254,181,314,9,17,21,26,33,89,36,49,79,36,35,254,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9,36.7,24.9,48.8,15.9,34.8,24.1,46.4,15.9,36.7,24.9,48.8,15.9,34.8,24.1,46.4,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,230718,7/18/2023,088691,CMX ,01,088 ,482104,14281,53555,84927,259368,16290,147644,32326,33429,116096,38066,23653,436320,456687,45784,25417,482104,14281,53555,84927,259368,16290,147644,32326,33429,116096,38066,23653,436320,456687,45784,25417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1066,1219,11419,-4566,11200,4055,23250,-9625,-8035,-56,5225,-16099,-232,-1860,-834,794,100,3,11.1,17.6,53.8,3.4,30.6,6.7,6.9,24.1,7.9,4.9,90.5,94.7,9.5,5.3,100,3,11.1,17.6,53.8,3.4,30.6,6.7,6.9,24.1,7.9,4.9,90.5,94.7,9.5,5.3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,12,17,20,26,28,95,30,51,84,30,34,255,175,310,12,17,20,26,28,95,30,51,84,30,34,255,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,37,24.3,49.5,15.6,35.6,24,47.7,15.6,37,24.3,49.5,15.6,35.6,24,47.7,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,230711,7/11/2023,088691,CMX ,01,088 ,483170,13062,42136,89493,248168,12235,124394,41951,41464,116152,32841,39752,436552,458547,46618,24623,483170,13062,42136,89493,248168,12235,124394,41951,41464,116152,32841,39752,436552,458547,46618,24623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35107,-904,745,-961,422,1750,1377,2082,8741,4088,726,19888,33979,34354,1128,753,100,2.7,8.7,18.5,51.4,2.5,25.7,8.7,8.6,24,6.8,8.2,90.4,94.9,9.6,5.1,100,2.7,8.7,18.5,51.4,2.5,25.7,8.7,8.6,24,6.8,8.2,90.4,94.9,9.6,5.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,11,13,21,25,26,89,32,47,79,27,33,248,160,299,11,13,21,25,26,89,32,47,79,27,33,248,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1,34.7,25.4,48.2,15.5,33.8,24.1,46.4,16.1,34.7,25.4,48.2,15.5,33.8,24.1,46.4,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,230703,7/3/2023,088691,CMX ,01,088 ,448063,13966,41391,90454,247746,10485,123017,39869,32723,112064,32115,19864,402573,424193,45490,23870,448063,13966,41391,90454,247746,10485,123017,39869,32723,112064,32115,19864,402573,424193,45490,23870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16202,2573,3765,-4646,3544,-2076,14808,1335,1444,-608,1678,7259,18754,16949,-2552,-747,100,3.1,9.2,20.2,55.3,2.3,27.5,8.9,7.3,25,7.2,4.4,89.8,94.7,10.2,5.3,100,3.1,9.2,20.2,55.3,2.3,27.5,8.9,7.3,25,7.2,4.4,89.8,94.7,10.2,5.3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,12,13,21,25,28,82,37,47,70,30,30,234,165,289,12,13,21,25,28,82,37,47,70,30,30,234,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8,37.6,26.3,51,16.8,36.5,26,49.7,16.8,37.6,26.3,51,16.8,36.5,26,49.7,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,230627,6/27/2023,088691,CMX ,01,088 ,431861,11393,37626,95100,244202,12561,108209,38534,31279,112672,30437,12605,383819,407244,48042,24617,431861,11393,37626,95100,244202,12561,108209,38534,31279,112672,30437,12605,383819,407244,48042,24617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6176,-2270,-2916,512,-10044,-607,-2105,4259,822,-6322,-1621,3154,-6816,-6953,640,777,100,2.6,8.7,22,56.5,2.9,25.1,8.9,7.2,26.1,7,2.9,88.9,94.3,11.1,5.7,100,2.6,8.7,22,56.5,2.9,25.1,8.9,7.2,26.1,7,2.9,88.9,94.3,11.1,5.7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,14,11,24,23,28,78,41,52,75,25,32,240,166,286,14,11,24,23,28,78,41,52,75,25,32,240,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7,39.3,27.6,53.5,17.7,38.5,27.5,52.2,17.7,39.3,27.6,53.5,17.7,38.5,27.5,52.2,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,230620,6/20/2023,088691,CMX ,01,088 ,438037,13663,40542,94588,254246,13168,110314,34275,30457,118994,32058,9451,390635,414197,47402,23840,438037,13663,40542,94588,254246,13168,110314,34275,30457,118994,32058,9451,390635,414197,47402,23840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5139,-562,-842,1003,1758,517,-198,-1594,3093,2189,819,648,6690,4399,-1551,740,100,3.1,9.3,21.6,58,3,25.2,7.8,7,27.2,7.3,2.2,89.2,94.6,10.8,5.4,100,3.1,9.3,21.6,58,3,25.2,7.8,7,27.2,7.3,2.2,89.2,94.6,10.8,5.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,17,18,23,23,29,78,42,49,80,30,31,251,173,308,17,18,23,23,29,78,42,49,80,30,31,251,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3,40.1,26.9,54.2,17.3,39.1,26.8,52.6,17.3,40.1,26.9,54.2,17.3,39.1,26.8,52.6,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
