Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Prod_Merc_Positions_Long_ALL,Prod_Merc_Positions_Short_ALL,Swap_Positions_Long_All,Swap__Positions_Short_All,Swap__Positions_Spread_All,M_Money_Positions_Long_ALL,M_Money_Positions_Short_ALL,M_Money_Positions_Spread_ALL,Other_Rept_Positions_Long_ALL,Other_Rept_Positions_Short_ALL,Other_Rept_Positions_Spread_ALL,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,Prod_Merc_Positions_Long_Old,Prod_Merc_Positions_Short_Old,Swap_Positions_Long_Old,Swap_Positions_Short_Old,Swap_Positions_Spread_Old,M_Money_Positions_Long_Old,M_Money_Positions_Short_Old,M_Money_Positions_Spread_Old,Other_Rept_Positions_Long_Old,Other_Rept_Positions_Short_Old,Other_Rept_Positions_Spread_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,Prod_Merc_Positions_Long_Other,Prod_Merc_Positions_Short_Other,Swap_Positions_Long_Other,Swap_Positions_Short_Other,Swap_Positions_Spread_Other,M_Money_Positions_Long_Other,M_Money_Positions_Short_Other,M_Money_Positions_Spread_Other,Other_Rept_Positions_Long_Other,Other_Rept_Positions_Short_Other,Other_Rept_Positions_Spread_Othr,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_Prod_Merc_Long_All,Change_in_Prod_Merc_Short_All,Change_in_Swap_Long_All,Change_in_Swap_Short_All,Change_in_Swap_Spread_All,Change_in_M_Money_Long_All,Change_in_M_Money_Short_All,Change_in_M_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Prod_Merc_Long_All,Pct_of_OI_Prod_Merc_Short_All,Pct_of_OI_Swap_Long_All,Pct_of_OI_Swap_Short_All,Pct_of_OI_Swap_Spread_All,Pct_of_OI_M_Money_Long_All,Pct_of_OI_M_Money_Short_All,Pct_of_OI_M_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_Prod_Merc_Long_Old,Pct_of_OI_Prod_Merc_Short_Old,Pct_of_OI_Swap_Long_Old,Pct_of_OI_Swap_Short_Old,Pct_of_OI_Swap_Spread_Old,Pct_of_OI_M_Money_Long_Old,Pct_of_OI_M_Money_Short_Old,Pct_of_OI_M_Money_Spread_Old,Pct_of_OI_Other_Rept_Long_Old,Pct_of_OI_Other_Rept_Short_Old,Pct_of_OI_Other_Rept_Spread_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_Prod_Merc_Long_Other,Pct_of_OI_Prod_Merc_Short_Other,Pct_of_OI_Swap_Long_Other,Pct_of_OI_Swap_Short_Other,Pct_of_OI_Swap_Spread_Other,Pct_of_OI_M_Money_Long_Other,Pct_of_OI_M_Money_Short_Other,Pct_of_OI_M_Money_Spread_Other,Pct_of_OI_Other_Rept_Long_Other,Pct_of_OI_Other_Rept_Short_Other,Pct_of_OI_Other_Rept_Spread_Othr,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_Prod_Merc_Long_All,Traders_Prod_Merc_Short_All,Traders_Swap_Long_All,Traders_Swap_Short_All,Traders_Swap_Spread_All,Traders_M_Money_Long_All,Traders_M_Money_Short_All,Traders_M_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_Prod_Merc_Long_Old,Traders_Prod_Merc_Short_Old,Traders_Swap_Long_Old,Traders_Swap_Short_Old,Traders_Swap_Spread_Old,Traders_M_Money_Long_Old,Traders_M_Money_Short_Old,Traders_M_Money_Spread_Old,Traders_Other_Rept_Long_Old,Traders_Other_Rept_Short_Old,Traders_Other_Rept_Spread_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_Prod_Merc_Long_Other,Traders_Prod_Merc_Short_Other,Traders_Swap_Long_Other,Traders_Swap_Short_Other,Traders_Swap_Spread_Other,Traders_M_Money_Long_Other,Traders_M_Money_Short_Other,Traders_M_Money_Spread_Other,Traders_Other_Rept_Long_Other,Traders_Other_Rept_Short_Other,Traders_Other_Rept_Spread_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined
GOLD - COMMODITY EXCHANGE INC.,211019,10/19/2021,088691,CMX ,01,088 ,485974,12474,63126,76694,245232,17960,124560,66761,14554,175322,39772,18216,439780,465621,46194,20353,485974,12474,63126,76694,245232,17960,124560,66761,14554,175322,39772,18216,439780,465621,46194,20353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1592,-1785,1027,-806,7958,-978,-7108,-6388,-477,8487,-43,1884,-783,2983,2375,-1391,100,2.6,13,15.8,50.5,3.7,25.6,13.7,3,36.1,8.2,3.7,90.5,95.8,9.5,4.2,100,2.6,13,15.8,50.5,3.7,25.6,13.7,3,36.1,8.2,3.7,90.5,95.8,9.5,4.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,12,16,17,32,17,67,34,29,103,35,33,242,156,314,12,16,17,32,17,67,34,29,103,35,33,242,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6,29.8,36.7,47.2,24.1,29.7,34.1,46.9,25.6,29.8,36.7,47.2,24.1,29.7,34.1,46.9,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,211012,10/12/2021,088691,CMX ,01,088 ,484382,14259,62099,77500,237274,18938,131668,73149,15031,166835,39815,16332,440563,462638,43819,21744,484382,14259,62099,77500,237274,18938,131668,73149,15031,166835,39815,16332,440563,462638,43819,21744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,-608,4424,275,-845,-3199,4923,570,1020,-2359,-963,739,791,1746,-198,-1153,100,2.9,12.8,16,49,3.9,27.2,15.1,3.1,34.4,8.2,3.4,91,95.5,9,4.5,100,2.9,12.8,16,49,3.9,27.2,15.1,3.1,34.4,8.2,3.4,91,95.5,9,4.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,14,16,18,31,16,71,39,33,93,38,34,244,163,319,14,16,18,31,16,71,39,33,93,38,34,244,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6,30.1,36.7,47.2,24,30,34.1,46.8,25.6,30.1,36.7,47.2,24,30,34.1,46.8,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,211005,10/5/2021,088691,CMX ,01,088 ,483789,14867,57675,77225,238119,22137,126745,72579,14011,169194,40778,15593,439772,460892,44017,22897,483789,14867,57675,77225,238119,22137,126745,72579,14011,169194,40778,15593,439772,460892,44017,22897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7069,-3593,-2645,4553,17156,-10804,7822,-15483,-1640,-5697,3425,3094,-6265,-6897,-804,-172,100,3.1,11.9,16,49.2,4.6,26.2,15,2.9,35,8.4,3.2,90.9,95.3,9.1,4.7,100,3.1,11.9,16,49.2,4.6,26.2,15,2.9,35,8.4,3.2,90.9,95.3,9.1,4.7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,15,17,17,29,19,68,36,34,95,32,36,244,156,305,15,17,17,29,19,68,36,34,95,32,36,244,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6,30.1,36.9,47.2,24.1,30,34,46.7,25.6,30.1,36.9,47.2,24.1,30,34,46.7,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,210928,9/28/2021,088691,CMX ,01,088 ,490858,18460,60320,72672,220963,32941,118923,88062,15651,174891,37353,12499,446037,467789,44821,23069,490858,18460,60320,72672,220963,32941,118923,88062,15651,174891,37353,12499,446037,467789,44821,23069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1907,3371,-1582,567,-16973,828,-854,15129,-341,-2002,1263,-2661,-1092,-4337,-815,2430,100,3.8,12.3,14.8,45,6.7,24.2,17.9,3.2,35.6,7.6,2.5,90.9,95.3,9.1,4.7,100,3.8,12.3,14.8,45,6.7,24.2,17.9,3.2,35.6,7.6,2.5,90.9,95.3,9.1,4.7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,14,16,19,29,19,60,47,34,89,32,33,228,166,303,14,16,19,29,19,60,47,34,89,32,33,228,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7,29.2,36.9,45.8,23.8,28.7,33.5,44.6,25.7,29.2,36.9,45.8,23.8,28.7,33.5,44.6,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,210921,9/21/2021,088691,CMX ,01,088 ,492765,15089,61902,72105,237936,32113,119777,72933,15992,176893,36090,15160,447129,472126,45636,20639,492765,15089,61902,72105,237936,32113,119777,72933,15992,176893,36090,15160,447129,472126,45636,20639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13591,1940,-5284,-686,-15069,-1099,-11060,13318,-1540,742,-3523,-427,-12130,-13624,-1461,33,100,3.1,12.6,14.6,48.3,6.5,24.3,14.8,3.2,35.9,7.3,3.1,90.7,95.8,9.3,4.2,100,3.1,12.6,14.6,48.3,6.5,24.3,14.8,3.2,35.9,7.3,3.1,90.7,95.8,9.3,4.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,14,14,20,30,21,63,39,35,88,35,44,240,167,302,14,14,20,30,21,63,39,35,88,35,44,240,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.9,30.5,37.3,47.1,24.1,30.4,33.8,46.4,25.9,30.5,37.3,47.1,24.1,30.4,33.8,46.4,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,210914,9/14/2021,088691,CMX ,01,088 ,506356,13149,67186,72791,253005,33212,130837,59615,17532,176151,39613,15587,459259,485750,47097,20606,506356,13149,67186,72791,253005,33212,130837,59615,17532,176151,39613,15587,459259,485750,47097,20606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-416,-1074,388,-74,-3093,394,1793,-1834,1565,-822,1084,-81,1701,-1577,-2117,1161,100,2.6,13.3,14.4,50,6.6,25.8,11.8,3.5,34.8,7.8,3.1,90.7,95.9,9.3,4.1,100,2.6,13.3,14.4,50,6.6,25.8,11.8,3.5,34.8,7.8,3.1,90.7,95.9,9.3,4.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,10,15,19,29,25,77,27,33,95,35,38,251,155,306,10,15,19,29,25,77,27,33,95,35,38,251,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3,30.5,36.3,48.2,23.7,30.4,33.1,47,25.3,30.5,36.3,48.2,23.7,30.4,33.1,47,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,210907,9/7/2021,088691,CMX ,01,088 ,506772,14223,66798,72865,256098,32818,129044,61449,15967,176973,38529,15668,457558,487327,49214,19445,506772,14223,66798,72865,256098,32818,129044,61449,15967,176973,38529,15668,457558,487327,49214,19445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-341,643,477,292,-4246,-925,-7511,6571,-737,2524,-1047,-327,-6041,-234,5700,-107,100,2.8,13.2,14.4,50.5,6.5,25.5,12.1,3.2,34.9,7.6,3.1,90.3,96.2,9.7,3.8,100,2.8,13.2,14.4,50.5,6.5,25.5,12.1,3.2,34.9,7.6,3.1,90.3,96.2,9.7,3.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,13,19,19,29,20,73,31,34,99,31,40,246,165,311,13,19,19,29,20,73,31,34,99,31,40,246,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3,30.2,36.2,47.7,23.9,30.1,33.1,46.7,25.3,30.2,36.2,47.7,23.9,30.1,33.1,46.7,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,210831,8/31/2021,088691,CMX ,01,088 ,507113,13580,66321,72573,260344,33743,136555,54878,16704,174449,39576,15995,463599,487561,43514,19552,507113,13580,66321,72573,260344,33743,136555,54878,16704,174449,39576,15995,463599,487561,43514,19552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2378,-825,-3250,-1259,7000,-1121,9919,3686,-1578,2001,2337,-3756,3381,3318,-1003,-940,100,2.7,13.1,14.3,51.3,6.7,26.9,10.8,3.3,34.4,7.8,3.2,91.4,96.1,8.6,3.9,100,2.7,13.1,14.3,51.3,6.7,26.9,10.8,3.3,34.4,7.8,3.2,91.4,96.1,8.6,3.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,12,20,20,29,20,82,30,32,94,32,40,255,159,316,12,20,20,29,20,82,30,32,94,32,40,255,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5,30.6,36.2,48,24,30.5,33.2,46.5,25.5,30.6,36.2,48,24,30.5,33.2,46.5,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,210824,8/24/2021,088691,CMX ,01,088 ,504735,14405,69571,73832,253344,34864,126636,51192,18282,172448,37239,19751,460218,484243,44517,20492,504735,14405,69571,73832,253344,34864,126636,51192,18282,172448,37239,19751,460218,484243,44517,20492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19250,-144,3186,-68,17280,12,9364,-7002,2283,5283,2538,2318,19048,20615,202,-1365,100,2.9,13.8,14.6,50.2,6.9,25.1,10.1,3.6,34.2,7.4,3.9,91.2,95.9,8.8,4.1,100,2.9,13.8,14.6,50.2,6.9,25.1,10.1,3.6,34.2,7.4,3.9,91.2,95.9,8.8,4.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,12,17,18,30,21,84,22,30,95,36,42,250,161,311,12,17,18,30,21,84,22,30,95,36,42,250,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8,30.6,35,47.4,22.5,30.5,31.7,46,23.8,30.6,35,47.4,22.5,30.5,31.7,46,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,210817,8/17/2021,088691,CMX ,01,088 ,485485,14549,66385,73900,236064,34852,117272,58194,15999,167165,34701,17433,441170,463628,44315,21857,485485,14549,66385,73900,236064,34852,117272,58194,15999,167165,34701,17433,441170,463628,44315,21857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8253,-795,3410,1693,15847,-2317,5380,-18295,2971,1797,2336,2694,11423,6646,-3170,1607,100,3,13.7,15.2,48.6,7.2,24.2,12,3.3,34.4,7.1,3.6,90.9,95.5,9.1,4.5,100,3,13.7,15.2,48.6,7.2,24.2,12,3.3,34.4,7.1,3.6,90.9,95.5,9.1,4.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,13,16,20,28,23,71,32,34,98,32,39,247,161,306,13,16,20,28,23,71,32,34,98,32,39,247,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,30.7,34.7,48,21.6,30.6,31.3,46.1,23,30.7,34.7,48,21.6,30.6,31.3,46.1,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,210810,8/10/2021,088691,CMX ,01,088 ,477232,15344,62975,72207,220217,37169,111892,76489,13028,165368,32365,14739,429747,456982,47485,20250,477232,15344,62975,72207,220217,37169,111892,76489,13028,165368,32365,14739,429747,456982,47485,20250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8431,-2083,-10851,-1077,-27952,6531,-21028,33442,-7432,25145,-1396,-4381,-4325,-12039,-4106,3608,100,3.2,13.2,15.1,46.1,7.8,23.4,16,2.7,34.7,6.8,3.1,90,95.8,9.9,4.2,100,3.2,13.2,15.1,46.1,7.8,23.4,16,2.7,34.7,6.8,3.1,90,95.8,9.9,4.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,15,16,18,29,24,66,41,37,105,24,33,246,165,310,15,16,18,29,24,66,41,37,105,24,33,246,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1,30.4,32.7,47.4,19.6,30.3,29.3,46.3,21.1,30.4,32.7,47.4,19.6,30.3,29.3,46.3,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,210803,8/3/2021,088691,CMX ,01,088 ,485663,17427,73826,73284,248169,30638,132920,43047,20460,140223,33761,19120,434072,469021,51591,16642,485663,17427,73826,73284,248169,30638,132920,43047,20460,140223,33761,19120,434072,469021,51591,16642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14524,3553,3666,5640,7997,-4342,1285,1642,-23780,-1830,866,1439,-18035,-12512,3511,-2012,100,3.6,15.2,15.1,51.1,6.3,27.4,8.9,4.2,28.9,7,3.9,89.4,96.6,10.6,3.4,100,3.6,15.2,15.1,51.1,6.3,27.4,8.9,4.2,28.9,7,3.9,89.4,96.6,10.6,3.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,15,16,20,27,27,89,19,31,103,22,31,266,138,308,15,16,20,27,27,89,19,31,103,22,31,266,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2,31.8,28.4,48.3,17.1,31.4,25.5,47,18.2,31.8,28.4,48.3,17.1,31.4,25.5,47,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,210727,7/27/2021,088691,CMX ,01,088 ,500187,13874,70160,67644,240172,34980,131635,41405,44240,142053,32895,17681,452107,481533,48080,18654,500187,13874,70160,67644,240172,34980,131635,41405,44240,142053,32895,17681,452107,481533,48080,18654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9667,-493,-8037,83,7893,-6633,-3528,-3330,24220,-96,-3710,-2766,10787,7637,-1120,2030,100,2.8,14,13.5,48,7,26.3,8.3,8.8,28.4,6.6,3.5,90.4,96.3,9.6,3.7,100,2.8,14,13.5,48,7,26.3,8.3,8.8,28.4,6.6,3.5,90.4,96.3,9.6,3.7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,13,17,20,28,26,85,21,34,106,24,39,262,156,312,13,17,20,28,26,85,21,34,106,24,39,262,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6,29.9,29.8,45,16.7,29.7,24.9,43.3,18.6,29.9,29.8,45,16.7,29.7,24.9,43.3,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,210720,7/20/2021,088691,CMX ,01,088 ,490520,14367,78197,67561,232279,41613,135163,44735,20020,142149,36605,20447,441320,473896,49200,16624,490520,14367,78197,67561,232279,41613,135163,44735,20020,142149,36605,20447,441320,473896,49200,16624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5278,-390,2271,1450,6309,10042,-775,-4912,-2099,2544,1545,-15171,-4399,-2015,-879,-3263,100,2.9,15.9,13.8,47.4,8.5,27.6,9.1,4.1,29,7.5,4.2,90,96.6,10,3.4,100,2.9,15.9,13.8,47.4,8.5,27.6,9.1,4.1,29,7.5,4.2,90,96.6,10,3.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,14,22,17,29,27,92,21,34,99,29,42,265,166,319,14,22,17,29,27,92,21,34,99,29,42,265,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6,29.6,29,43.7,17.6,29.5,25.7,43.6,18.6,29.6,29,43.7,17.6,29.5,25.7,43.6,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,210713,7/13/2021,088691,CMX ,01,088 ,495798,14757,75926,66111,225970,31571,135938,49647,22119,139605,35060,35618,445719,475911,50079,19887,495798,14757,75926,66111,225970,31571,135938,49647,22119,139605,35060,35618,445719,475911,50079,19887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29987,599,918,-654,5329,4819,4720,-3611,907,278,594,19167,29836,28123,151,1864,100,3,15.3,13.3,45.6,6.4,27.4,10,4.5,28.2,7.1,7.2,89.9,96,10.1,4,100,3,15.3,13.3,45.6,6.4,27.4,10,4.5,28.2,7.1,7.2,89.9,96,10.1,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,15,20,17,28,25,90,21,37,99,30,46,268,166,318,15,20,17,28,25,90,21,37,99,30,46,268,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1,28.8,28.1,43.3,17.2,28.7,25.2,42.8,18.1,28.8,28.1,43.3,17.2,28.7,25.2,42.8,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,210706,7/6/2021,088691,CMX ,01,088 ,465811,14158,75008,66765,220641,26752,131218,53258,21212,139327,34466,16451,415883,447788,49928,18023,465811,14158,75008,66765,220641,26752,131218,53258,21212,139327,34466,16451,415883,447788,49928,18023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12451,-359,6036,-435,12776,1071,15780,-798,-2718,559,-3458,-327,13571,12582,-1120,-131,100,3,16.1,14.3,47.4,5.7,28.2,11.4,4.6,29.9,7.4,3.5,89.3,96.1,10.7,3.9,100,3,16.1,14.3,47.4,5.7,28.2,11.4,4.6,29.9,7.4,3.5,89.3,96.1,10.7,3.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,14,19,15,29,24,83,22,33,103,33,39,256,161,314,14,19,15,29,24,83,22,33,103,33,39,256,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4,30.6,30.2,45.5,18.5,30.5,27.4,45.4,19.4,30.6,30.2,45.5,18.5,30.5,27.4,45.4,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,210629,6/29/2021,088691,CMX ,01,088 ,453360,14517,68972,67200,207865,25681,115438,54056,23930,138768,37924,16778,402312,435206,51048,18154,453360,14517,68972,67200,207865,25681,115438,54056,23930,138768,37924,16778,402312,435206,51048,18154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-580,37,-1718,547,-4960,984,5400,6554,-1511,-4347,-1513,414,1524,-1750,-2104,1170,100,3.2,15.2,14.8,45.8,5.7,25.5,11.9,5.3,30.6,8.4,3.7,88.7,96,11.3,4,100,3.2,15.2,14.8,45.8,5.7,25.5,11.9,5.3,30.6,8.4,3.7,88.7,96,11.3,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,13,21,20,26,26,70,28,32,101,32,35,243,165,309,13,21,20,26,26,70,28,32,101,32,35,243,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8,30.5,30.7,45.6,18.7,30.3,27.2,45.3,19.8,30.5,30.7,45.6,18.7,30.3,27.2,45.3,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,210622,6/22/2021,088691,CMX ,01,088 ,453940,14480,70690,66653,212825,24697,110038,47502,25441,143115,39437,16364,400788,436956,53152,16984,453940,14480,70690,66653,212825,24697,110038,47502,25441,143115,39437,16364,400788,436956,53152,16984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26187,-725,-8656,1596,-19317,-1364,-28508,5748,33,7714,-720,-1765,-23019,-26041,-3168,-146,100,3.2,15.6,14.7,46.9,5.4,24.2,10.5,5.6,31.5,8.7,3.6,88.3,96.3,11.7,3.7,100,3.2,15.6,14.7,46.9,5.4,24.2,10.5,5.6,31.5,8.7,3.6,88.3,96.3,11.7,3.7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,13,19,19,29,23,71,29,29,105,36,31,251,156,319,13,19,19,29,23,71,29,29,105,36,31,251,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7,30.6,30.3,45.8,18.8,30.6,27.2,45.6,19.7,30.6,30.3,45.8,18.8,30.6,27.2,45.6,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
