Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Prod_Merc_Positions_Long_ALL,Prod_Merc_Positions_Short_ALL,Swap_Positions_Long_All,Swap__Positions_Short_All,Swap__Positions_Spread_All,M_Money_Positions_Long_ALL,M_Money_Positions_Short_ALL,M_Money_Positions_Spread_ALL,Other_Rept_Positions_Long_ALL,Other_Rept_Positions_Short_ALL,Other_Rept_Positions_Spread_ALL,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,Prod_Merc_Positions_Long_Old,Prod_Merc_Positions_Short_Old,Swap_Positions_Long_Old,Swap_Positions_Short_Old,Swap_Positions_Spread_Old,M_Money_Positions_Long_Old,M_Money_Positions_Short_Old,M_Money_Positions_Spread_Old,Other_Rept_Positions_Long_Old,Other_Rept_Positions_Short_Old,Other_Rept_Positions_Spread_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,Prod_Merc_Positions_Long_Other,Prod_Merc_Positions_Short_Other,Swap_Positions_Long_Other,Swap_Positions_Short_Other,Swap_Positions_Spread_Other,M_Money_Positions_Long_Other,M_Money_Positions_Short_Other,M_Money_Positions_Spread_Other,Other_Rept_Positions_Long_Other,Other_Rept_Positions_Short_Other,Other_Rept_Positions_Spread_Othr,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_Prod_Merc_Long_All,Change_in_Prod_Merc_Short_All,Change_in_Swap_Long_All,Change_in_Swap_Short_All,Change_in_Swap_Spread_All,Change_in_M_Money_Long_All,Change_in_M_Money_Short_All,Change_in_M_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Prod_Merc_Long_All,Pct_of_OI_Prod_Merc_Short_All,Pct_of_OI_Swap_Long_All,Pct_of_OI_Swap_Short_All,Pct_of_OI_Swap_Spread_All,Pct_of_OI_M_Money_Long_All,Pct_of_OI_M_Money_Short_All,Pct_of_OI_M_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_Prod_Merc_Long_Old,Pct_of_OI_Prod_Merc_Short_Old,Pct_of_OI_Swap_Long_Old,Pct_of_OI_Swap_Short_Old,Pct_of_OI_Swap_Spread_Old,Pct_of_OI_M_Money_Long_Old,Pct_of_OI_M_Money_Short_Old,Pct_of_OI_M_Money_Spread_Old,Pct_of_OI_Other_Rept_Long_Old,Pct_of_OI_Other_Rept_Short_Old,Pct_of_OI_Other_Rept_Spread_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_Prod_Merc_Long_Other,Pct_of_OI_Prod_Merc_Short_Other,Pct_of_OI_Swap_Long_Other,Pct_of_OI_Swap_Short_Other,Pct_of_OI_Swap_Spread_Other,Pct_of_OI_M_Money_Long_Other,Pct_of_OI_M_Money_Short_Other,Pct_of_OI_M_Money_Spread_Other,Pct_of_OI_Other_Rept_Long_Other,Pct_of_OI_Other_Rept_Short_Other,Pct_of_OI_Other_Rept_Spread_Othr,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_Prod_Merc_Long_All,Traders_Prod_Merc_Short_All,Traders_Swap_Long_All,Traders_Swap_Short_All,Traders_Swap_Spread_All,Traders_M_Money_Long_All,Traders_M_Money_Short_All,Traders_M_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_Prod_Merc_Long_Old,Traders_Prod_Merc_Short_Old,Traders_Swap_Long_Old,Traders_Swap_Short_Old,Traders_Swap_Spread_Old,Traders_M_Money_Long_Old,Traders_M_Money_Short_Old,Traders_M_Money_Spread_Old,Traders_Other_Rept_Long_Old,Traders_Other_Rept_Short_Old,Traders_Other_Rept_Spread_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_Prod_Merc_Long_Other,Traders_Prod_Merc_Short_Other,Traders_Swap_Long_Other,Traders_Swap_Short_Other,Traders_Swap_Spread_Other,Traders_M_Money_Long_Other,Traders_M_Money_Short_Other,Traders_M_Money_Spread_Other,Traders_Other_Rept_Long_Other,Traders_Other_Rept_Short_Other,Traders_Other_Rept_Spread_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined
GOLD - COMMODITY EXCHANGE INC.,241022,10/22/2024,088691,CMX ,01,088 ,573760,12942,95037,39452,282058,13851,242427,37267,52677,129386,38342,28811,519546,548043,54214,25717,573760,12942,95037,39452,282058,13851,242427,37267,52677,129386,38342,28811,519546,548043,54214,25717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32528,-146,7251,-3859,787,222,8556,2817,17334,5763,1732,934,28804,31077,3724,1451,100,2.3,16.6,6.9,49.2,2.4,42.3,6.5,9.2,22.6,6.7,5,90.6,95.5,9.4,4.5,100,2.3,16.6,6.9,49.2,2.4,42.3,6.5,9.2,22.6,6.7,5,90.6,95.5,9.4,4.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,9,19,15,29,19,101,24,38,96,50,36,260,180,344,9,19,15,29,19,101,24,38,96,50,36,260,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9,34.6,29.5,47.9,17.6,33.5,26.1,45.5,18.9,34.6,29.5,47.9,17.6,33.5,26.1,45.5,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,241015,10/15/2024,088691,CMX ,01,088 ,541232,13088,87786,43311,281271,13629,233871,34450,35343,123623,36610,27877,490742,516966,50490,24266,541232,13088,87786,43311,281271,13629,233871,34450,35343,123623,36610,27877,490742,516966,50490,24266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20916,258,3805,-1542,3593,2355,6275,913,11913,2328,-564,279,21866,22294,-950,-1378,100,2.4,16.2,8,52,2.5,43.2,6.4,6.5,22.8,6.8,5.2,90.7,95.5,9.3,4.5,100,2.4,16.2,8,52,2.5,43.2,6.4,6.5,22.8,6.8,5.2,90.7,95.5,9.3,4.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,8,17,15,28,20,98,25,35,89,47,36,250,171,328,8,17,15,28,20,98,25,35,89,47,36,250,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6,36.5,28.8,50,19.5,35,27.4,48.3,19.6,36.5,28.8,50,19.5,35,27.4,48.3,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,241008,10/8/2024,088691,CMX ,01,088 ,520316,12830,83981,44853,277678,11274,227596,33537,23430,121295,37174,27598,468876,494672,51440,25644,520316,12830,83981,44853,277678,11274,227596,33537,23430,121295,37174,27598,468876,494672,51440,25644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12791,610,-3465,2013,-17460,-765,-20271,132,5226,-889,459,3036,-11040,-12837,-1751,46,100,2.5,16.1,8.6,53.4,2.2,43.7,6.4,4.5,23.3,7.1,5.3,90.1,95.1,9.9,4.9,100,2.5,16.1,8.6,53.4,2.2,43.7,6.4,4.5,23.3,7.1,5.3,90.1,95.1,9.9,4.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,9,16,16,28,19,93,24,33,86,45,34,238,168,318,9,16,16,28,19,93,24,33,86,45,34,238,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3,38.2,29.4,51.7,20.2,36.8,28.1,50.1,20.3,38.2,29.4,51.7,20.2,36.8,28.1,50.1,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,241001,10/1/2024,088691,CMX ,01,088 ,533107,12220,87446,42840,295138,12039,247867,33405,18204,122184,36715,24562,479916,507509,53191,25598,533107,12220,87446,42840,295138,12039,247867,33405,18204,122184,36715,24562,479916,507509,53191,25598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31533,-1297,-6101,-2865,-10243,-5452,-8568,-4001,-2477,-8953,1939,-1668,-31280,-28003,-253,-3530,100,2.3,16.4,8,55.4,2.3,46.5,6.3,3.4,22.9,6.9,4.6,90,95.2,10,4.8,100,2.3,16.4,8,55.4,2.3,46.5,6.3,3.4,22.9,6.9,4.6,90,95.2,10,4.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,8,18,15,30,21,100,22,33,82,49,33,243,170,324,8,18,15,30,21,100,22,33,82,49,33,243,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6,38.3,29.1,52.4,19.4,37.1,27.8,50.9,19.6,38.3,29.1,52.4,19.4,37.1,27.8,50.9,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,240924,9/24/2024,088691,CMX ,01,088 ,564640,13517,93547,45705,305381,17491,256435,37406,20681,131137,34776,26230,511196,535512,53444,29128,564640,13517,93547,45705,305381,17491,256435,37406,20681,131137,34776,26230,511196,535512,53444,29128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27013,854,3297,156,2292,1056,14591,11917,-354,3247,597,6995,26545,25800,468,1213,100,2.4,16.6,8.1,54.1,3.1,45.4,6.6,3.7,23.2,6.2,4.6,90.5,94.8,9.5,5.2,100,2.4,16.6,8.1,54.1,3.1,45.4,6.6,3.7,23.2,6.2,4.6,90.5,94.8,9.5,5.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,9,19,18,27,22,106,22,45,89,48,37,268,176,336,9,19,18,27,22,106,22,45,89,48,37,268,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6,38.1,27.6,53.4,18.2,36.6,26.6,51.3,18.6,38.1,27.6,53.4,18.2,36.6,26.6,51.3,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,240917,9/17/2024,088691,CMX ,01,088 ,537627,12663,90250,45549,303089,16435,241844,25489,21035,127890,34179,19235,484651,509712,52976,27915,537627,12663,90250,45549,303089,16435,241844,25489,21035,127890,34179,19235,484651,509712,52976,27915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26126,95,2308,-7316,18699,3636,28199,2299,159,1529,-136,-2215,24087,24750,2039,1376,100,2.4,16.8,8.5,56.4,3.1,45,4.7,3.9,23.8,6.4,3.6,90.1,94.8,9.9,5.2,100,2.4,16.8,8.5,56.4,3.1,45,4.7,3.9,23.8,6.4,3.6,90.1,94.8,9.9,5.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,8,19,19,24,21,103,21,43,88,46,33,258,169,326,8,19,19,24,21,103,21,43,88,46,33,258,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,40.6,27.7,55.9,18.2,39.1,26.6,54.3,18.5,40.6,27.7,55.9,18.2,39.1,26.6,54.3,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,240910,9/10/2024,088691,CMX ,01,088 ,511501,12568,87942,52865,284390,12799,213645,23190,20876,126361,34315,21450,460564,484962,50937,26539,511501,12568,87942,52865,284390,12799,213645,23190,20876,126361,34315,21450,460564,484962,50937,26539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,727,6472,-2224,-12957,-687,1559,3194,498,-710,2712,1463,626,695,-261,-330,100,2.5,17.2,10.3,55.6,2.5,41.8,4.5,4.1,24.7,6.7,4.2,90,94.8,10,5.2,100,2.5,17.2,10.3,55.6,2.5,41.8,4.5,4.1,24.7,6.7,4.2,90,94.8,10,5.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,10,16,19,26,20,93,20,42,90,47,36,255,166,318,10,16,19,26,20,93,20,42,90,47,36,255,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4,42.3,27.1,56.9,18.2,40.8,25.9,55.4,18.4,42.3,27.1,56.9,18.2,40.8,25.9,55.4,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,240903,9/3/2024,088691,CMX ,01,088 ,511136,11841,81470,55089,297347,13486,212086,19996,20378,127071,31603,19987,459938,484267,51198,26869,511136,11841,81470,55089,297347,13486,212086,19996,20378,127071,31603,19987,459938,484267,51198,26869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10623,1127,2372,2267,-9410,-8080,-5890,2311,-1615,1717,403,3342,-7132,-10677,-3491,54,100,2.3,15.9,10.8,58.2,2.6,41.5,3.9,4,24.9,6.2,3.9,90,94.7,10,5.3,100,2.3,15.9,10.8,58.2,2.6,41.5,3.9,4,24.9,6.2,3.9,90,94.7,10,5.3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,7,18,19,26,23,92,24,40,88,41,35,245,170,313,7,18,19,26,23,92,24,40,88,41,35,245,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8,44,27.2,59.1,17.6,42.5,26.2,57.6,17.8,44,27.2,59.1,17.6,42.5,26.2,57.6,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,240827,8/27/2024,088691,CMX ,01,088 ,521759,10714,79098,52822,306757,21566,217976,17685,21993,125354,31200,16645,467070,494944,54689,26815,521759,10714,79098,52822,306757,21566,217976,17685,21993,125354,31200,16645,467070,494944,54689,26815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11108,-4855,-466,-639,785,4364,-4166,-11152,2757,-8055,-4261,-2285,-12879,-10258,1771,-850,100,2.1,15.2,10.1,58.8,4.1,41.8,3.4,4.2,24,6,3.2,89.5,94.9,10.5,5.1,100,2.1,15.2,10.1,58.8,4.1,41.8,3.4,4.2,24,6,3.2,89.5,94.9,10.5,5.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,10,16,19,26,22,102,22,39,90,40,36,258,167,324,10,16,19,26,22,102,22,39,90,40,36,258,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,43.4,26,59,16.9,41.1,25,56.7,17,43.4,26,59,16.9,41.1,25,56.7,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,240820,8/20/2024,088691,CMX ,01,088 ,532867,15569,79564,53461,305972,17202,222142,28837,19236,133409,35461,18930,479949,505202,52918,27665,532867,15569,79564,53461,305972,17202,222142,28837,19236,133409,35461,18930,479949,505202,52918,27665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26995,-1148,9912,-1366,11578,433,18298,2908,227,8484,-115,-463,24465,24480,2530,2515,100,2.9,14.9,10,57.4,3.2,41.7,5.4,3.6,25,6.7,3.6,90.1,94.8,9.9,5.2,100,2.9,14.9,10,57.4,3.2,41.7,5.4,3.6,25,6.7,3.6,90.1,94.8,9.9,5.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,9,16,21,26,23,102,24,42,98,46,37,275,172,341,9,16,21,26,23,102,24,42,98,46,37,275,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8,41.5,26.1,56.7,16.6,38.8,25.1,53.9,16.8,41.5,26.1,56.7,16.6,38.8,25.1,53.9,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,240813,8/13/2024,088691,CMX ,01,088 ,505872,16717,69652,54827,294394,16769,203844,25929,19009,124925,35576,19393,455484,480722,50388,25150,505872,16717,69652,54827,294394,16769,203844,25929,19009,124925,35576,19393,455484,480722,50388,25150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25227,80,5870,-2158,15520,1949,23541,-3588,-2085,7109,5723,-2392,26044,20997,-817,4230,100,3.3,13.8,10.8,58.2,3.3,40.3,5.1,3.8,24.7,7,3.8,90,95,10,5,100,3.3,13.8,10.8,58.2,3.3,40.3,5.1,3.8,24.7,7,3.8,90,95,10,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,7,16,20,25,23,104,22,40,82,53,35,263,168,329,7,16,20,25,23,104,22,40,82,53,35,263,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8,42.9,26.4,56.9,16.8,40,25.3,53.9,16.8,42.9,26.4,56.9,16.8,40,25.3,53.9,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,240806,8/6/2024,088691,CMX ,01,088 ,480645,16637,63782,56985,278874,14820,180303,29517,21094,117816,29853,21785,429440,459725,51205,20920,480645,16637,63782,56985,278874,14820,180303,29517,21094,117816,29853,21785,429440,459725,51205,20920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30269,-3276,-896,1902,-4301,-9199,-5283,-3705,-1469,-9962,-3688,-4256,-31543,-27514,1274,-2755,100,3.5,13.3,11.9,58,3.1,37.5,6.1,4.4,24.5,6.2,4.5,89.3,95.6,10.7,4.4,100,3.5,13.3,11.9,58,3.1,37.5,6.1,4.4,24.5,6.2,4.5,89.3,95.6,10.7,4.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,8,16,20,23,25,90,30,48,75,44,38,253,169,306,8,16,20,23,25,90,30,48,75,44,38,253,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6,44.4,27.6,58.5,17.5,42,26.5,55.9,17.6,44.4,27.6,58.5,17.5,42,26.5,55.9,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,240730,7/30/2024,088691,CMX ,01,088 ,510914,19913,64678,55083,283175,24019,185586,33222,22563,127778,33541,26041,460983,487239,49931,23675,510914,19913,64678,55083,283175,24019,185586,33222,22563,127778,33541,26041,460983,487239,49931,23675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-61392,4228,-5222,-3515,-22133,-3935,-12216,-1720,-18476,-16020,-43,-7684,-57618,-59213,-3774,-2179,100,3.9,12.7,10.8,55.4,4.7,36.3,6.5,4.4,25,6.6,5.1,90.2,95.4,9.8,4.6,100,3.9,12.7,10.8,55.4,4.7,36.3,6.5,4.4,25,6.6,5.1,90.2,95.4,9.8,4.6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,9,15,20,24,23,102,21,44,88,39,34,264,160,319,9,15,20,24,23,102,21,44,88,39,34,264,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,39.5,26.7,55.1,16.5,36.9,24.7,51,16.5,39.5,26.7,55.1,16.5,36.9,24.7,51,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,240723,7/23/2024,088691,CMX ,01,088 ,572306,15685,69900,58598,305308,27954,197802,34942,41039,143798,33584,33725,518601,546452,53705,25854,572306,15685,69900,58598,305308,27954,197802,34942,41039,143798,33584,33725,518601,546452,53705,25854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7556,-8104,-14207,-4077,-6353,4377,-18700,2972,9739,10473,751,-1155,-7447,-3876,-109,-3680,100,2.7,12.2,10.2,53.3,4.9,34.6,6.1,7.2,25.1,5.9,5.9,90.6,95.5,9.4,4.5,100,2.7,12.2,10.2,53.3,4.9,34.6,6.1,7.2,25.1,5.9,5.9,90.6,95.5,9.4,4.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,12,14,21,24,27,105,23,47,93,41,35,279,167,332,12,14,21,24,27,105,23,47,93,41,35,279,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3,35.7,26,49.9,14.3,34.3,23,48.2,15.3,35.7,26,49.9,14.3,34.3,23,48.2,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,240716,7/16/2024,088691,CMX ,01,088 ,579862,23789,84107,62675,311661,23577,216502,31970,31300,133325,32833,34880,526048,550328,53814,29534,579862,23789,84107,62675,311661,23577,216502,31970,31300,133325,32833,34880,526048,550328,53814,29534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63538,9758,17685,492,21240,6884,34520,7455,-11634,12264,9080,8063,60347,58773,3191,4765,100,4.1,14.5,10.8,53.7,4.1,37.3,5.5,5.4,23,5.7,6,90.7,94.9,9.3,5.1,100,4.1,14.5,10.8,53.7,4.1,37.3,5.5,5.4,23,5.7,6,90.7,94.9,9.3,5.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,9,17,19,26,28,111,19,49,94,47,36,278,181,343,9,17,19,26,28,111,19,49,94,47,36,278,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6,36.4,24.9,50,14.2,33.5,23.2,46.7,14.6,36.4,24.9,50,14.2,33.5,23.2,46.7,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,240709,7/9/2024,088691,CMX ,01,088 ,516324,14031,66422,62183,290421,16693,181982,24515,42934,121061,23753,26817,465701,491555,50623,24769,516324,14031,66422,62183,290421,16693,181982,24515,42934,121061,23753,26817,465701,491555,50623,24769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61594,-393,7253,2258,10442,4137,14294,7642,20635,8632,2052,9102,58665,61263,2929,331,100,2.7,12.9,12,56.2,3.2,35.2,4.7,8.3,23.4,4.6,5.2,90.2,95.2,9.8,4.8,100,2.7,12.9,12,56.2,3.2,35.2,4.7,8.3,23.4,4.6,5.2,90.2,95.2,9.8,4.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,9,16,23,25,24,103,23,53,94,29,34,266,171,321,9,16,23,25,24,103,23,53,94,29,34,266,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3,37.2,26.7,51.9,15.2,35.7,23.3,49.7,16.3,37.2,26.7,51.9,15.2,35.7,23.3,49.7,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,240702,7/2/2024,088691,CMX ,01,088 ,454730,14424,59169,59925,279979,12556,167688,16873,22299,112429,21701,17715,407036,430292,47694,24438,454730,14424,59169,59925,279979,12556,167688,16873,22299,112429,21701,17715,407036,430292,47694,24438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2540,-1177,965,1174,-7657,357,-7068,319,4725,2300,-401,2971,3282,1279,-742,1261,100,3.2,13,13.2,61.6,2.8,36.9,3.7,4.9,24.7,4.8,3.9,89.5,94.6,10.5,5.4,100,3.2,13,13.2,61.6,2.8,36.9,3.7,4.9,24.7,4.8,3.9,89.5,94.6,10.5,5.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,9,13,21,26,23,102,22,49,86,27,32,254,159,306,9,13,21,26,23,102,22,49,86,27,32,254,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,41.4,26.8,57.1,16.9,39.2,25.6,54.8,17,41.4,26.8,57.1,16.9,39.2,25.6,54.8,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,240625,6/25/2024,088691,CMX ,01,088 ,452190,15601,58204,58751,287636,12199,174756,16554,17574,110129,22102,14744,403754,429013,48436,23177,452190,15601,58204,58751,287636,12199,174756,16554,17574,110129,22102,14744,403754,429013,48436,23177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7845,571,616,2841,6554,-301,-2883,-464,2208,621,-4943,4011,7068,7681,777,164,100,3.5,12.9,13,63.6,2.7,38.6,3.7,3.9,24.4,4.9,3.3,89.3,94.9,10.7,5.1,100,3.5,12.9,13,63.6,2.7,38.6,3.7,3.9,24.4,4.9,3.3,89.3,94.9,10.7,5.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,8,14,19,28,25,96,24,45,84,29,27,243,158,300,8,14,19,28,25,96,24,45,84,29,27,243,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7,42.6,27.9,58.7,17.5,40.3,26.5,56.4,17.7,42.6,27.9,58.7,17.5,40.3,26.5,56.4,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
