Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Prod_Merc_Positions_Long_ALL,Prod_Merc_Positions_Short_ALL,Swap_Positions_Long_All,Swap__Positions_Short_All,Swap__Positions_Spread_All,M_Money_Positions_Long_ALL,M_Money_Positions_Short_ALL,M_Money_Positions_Spread_ALL,Other_Rept_Positions_Long_ALL,Other_Rept_Positions_Short_ALL,Other_Rept_Positions_Spread_ALL,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,Prod_Merc_Positions_Long_Old,Prod_Merc_Positions_Short_Old,Swap_Positions_Long_Old,Swap_Positions_Short_Old,Swap_Positions_Spread_Old,M_Money_Positions_Long_Old,M_Money_Positions_Short_Old,M_Money_Positions_Spread_Old,Other_Rept_Positions_Long_Old,Other_Rept_Positions_Short_Old,Other_Rept_Positions_Spread_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,Prod_Merc_Positions_Long_Other,Prod_Merc_Positions_Short_Other,Swap_Positions_Long_Other,Swap_Positions_Short_Other,Swap_Positions_Spread_Other,M_Money_Positions_Long_Other,M_Money_Positions_Short_Other,M_Money_Positions_Spread_Other,Other_Rept_Positions_Long_Other,Other_Rept_Positions_Short_Other,Other_Rept_Positions_Spread_Othr,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_Prod_Merc_Long_All,Change_in_Prod_Merc_Short_All,Change_in_Swap_Long_All,Change_in_Swap_Short_All,Change_in_Swap_Spread_All,Change_in_M_Money_Long_All,Change_in_M_Money_Short_All,Change_in_M_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Prod_Merc_Long_All,Pct_of_OI_Prod_Merc_Short_All,Pct_of_OI_Swap_Long_All,Pct_of_OI_Swap_Short_All,Pct_of_OI_Swap_Spread_All,Pct_of_OI_M_Money_Long_All,Pct_of_OI_M_Money_Short_All,Pct_of_OI_M_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_Prod_Merc_Long_Old,Pct_of_OI_Prod_Merc_Short_Old,Pct_of_OI_Swap_Long_Old,Pct_of_OI_Swap_Short_Old,Pct_of_OI_Swap_Spread_Old,Pct_of_OI_M_Money_Long_Old,Pct_of_OI_M_Money_Short_Old,Pct_of_OI_M_Money_Spread_Old,Pct_of_OI_Other_Rept_Long_Old,Pct_of_OI_Other_Rept_Short_Old,Pct_of_OI_Other_Rept_Spread_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_Prod_Merc_Long_Other,Pct_of_OI_Prod_Merc_Short_Other,Pct_of_OI_Swap_Long_Other,Pct_of_OI_Swap_Short_Other,Pct_of_OI_Swap_Spread_Other,Pct_of_OI_M_Money_Long_Other,Pct_of_OI_M_Money_Short_Other,Pct_of_OI_M_Money_Spread_Other,Pct_of_OI_Other_Rept_Long_Other,Pct_of_OI_Other_Rept_Short_Other,Pct_of_OI_Other_Rept_Spread_Othr,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_Prod_Merc_Long_All,Traders_Prod_Merc_Short_All,Traders_Swap_Long_All,Traders_Swap_Short_All,Traders_Swap_Spread_All,Traders_M_Money_Long_All,Traders_M_Money_Short_All,Traders_M_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_Prod_Merc_Long_Old,Traders_Prod_Merc_Short_Old,Traders_Swap_Long_Old,Traders_Swap_Short_Old,Traders_Swap_Spread_Old,Traders_M_Money_Long_Old,Traders_M_Money_Short_Old,Traders_M_Money_Spread_Old,Traders_Other_Rept_Long_Old,Traders_Other_Rept_Short_Old,Traders_Other_Rept_Spread_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_Prod_Merc_Long_Other,Traders_Prod_Merc_Short_Other,Traders_Swap_Long_Other,Traders_Swap_Short_Other,Traders_Swap_Spread_Other,Traders_M_Money_Long_Other,Traders_M_Money_Short_Other,Traders_M_Money_Spread_Other,Traders_Other_Rept_Long_Other,Traders_Other_Rept_Short_Other,Traders_Other_Rept_Spread_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined
GOLD - COMMODITY EXCHANGE INC.,221018,10/18/2022,088691,CMX ,01,088 ,434701,14351,29916,88947,163412,11775,73344,99042,50402,137546,34892,19050,395415,408489,39286,26212,434701,14351,29916,88947,163412,11775,73344,99042,50402,137546,34892,19050,395415,408489,39286,26212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3306,2773,-4330,-557,-7152,-10,-5021,15097,-350,3350,696,823,1008,4774,2298,-1468,100,3.3,6.9,20.5,37.6,2.7,16.9,22.8,11.6,31.6,8,4.4,91,94,9,6,100,3.3,6.9,20.5,37.6,2.7,16.9,22.8,11.6,31.6,8,4.4,91,94,9,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,13,16,22,19,22,64,61,52,89,34,34,238,191,315,13,16,22,19,22,64,61,52,89,34,34,238,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4,27.1,31.4,44.1,18.6,22.8,27.2,38.1,20.4,27.1,31.4,44.1,18.6,22.8,27.2,38.1,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,221011,10/11/2022,088691,CMX ,01,088 ,431395,11578,34246,89504,170564,11785,78365,83945,50752,134196,34196,18227,394407,403715,36988,27680,431395,11578,34246,89504,170564,11785,78365,83945,50752,134196,34196,18227,394407,403715,36988,27680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5670,-536,2980,-3307,357,259,-4441,-5736,771,1038,-3702,262,-5954,-4809,284,-861,100,2.7,7.9,20.7,39.5,2.7,18.2,19.5,11.8,31.1,7.9,4.2,91.4,93.6,8.6,6.4,100,2.7,7.9,20.7,39.5,2.7,18.2,19.5,11.8,31.1,7.9,4.2,91.4,93.6,8.6,6.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,12,14,22,20,22,72,57,52,89,35,35,245,189,319,12,14,22,20,22,72,57,52,89,35,35,245,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6,26.1,31.5,43.7,18.6,23,27.6,37.9,20.6,26.1,31.5,43.7,18.6,23,27.6,37.9,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,221004,10/4/2022,088691,CMX ,01,088 ,437065,12114,31266,92811,170207,11526,82806,89681,49981,133158,37898,17965,400361,408524,36704,28541,437065,12114,31266,92811,170207,11526,82806,89681,49981,133158,37898,17965,400361,408524,36704,28541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19996,-3267,3262,-2821,25060,-16822,8635,-27584,-1288,175,90,-987,-16375,-18269,-3621,-1727,100,2.8,7.2,21.2,38.9,2.6,18.9,20.5,11.4,30.5,8.7,4.1,91.6,93.5,8.4,6.5,100,2.8,7.2,21.2,38.9,2.6,18.9,20.5,11.4,30.5,8.7,4.1,91.6,93.5,8.4,6.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,13,14,20,21,24,73,59,51,90,32,34,250,183,319,13,14,20,21,24,73,59,51,90,32,34,250,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6,24.3,31.5,41.3,18.4,21.7,27.3,36.3,20.6,24.3,31.5,41.3,18.4,21.7,27.3,36.3,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,220927,9/27/2022,088691,CMX ,01,088 ,457061,15381,28004,95632,145147,28348,74171,117265,51269,132983,37808,18952,416736,426793,40325,30268,457061,15381,28004,95632,145147,28348,74171,117265,51269,132983,37808,18952,416736,426793,40325,30268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12334,-813,-5854,-688,-8937,-1000,-4373,2026,1138,-3030,4212,-3393,-12159,-11808,-175,-526,100,3.4,6.1,20.9,31.8,6.2,16.2,25.7,11.2,29.1,8.3,4.1,91.2,93.4,8.8,6.6,100,3.4,6.1,20.9,31.8,6.2,16.2,25.7,11.2,29.1,8.3,4.1,91.2,93.4,8.8,6.6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,14,17,25,18,25,62,71,54,92,33,39,244,208,329,14,17,25,18,25,62,71,54,92,33,39,244,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1,22.2,31.4,37.6,17.1,19.2,25.4,32.2,21.1,22.2,31.4,37.6,17.1,19.2,25.4,32.2,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,220920,9/20/2022,088691,CMX ,01,088 ,469395,16194,33858,96320,154084,29348,78544,115239,50131,136013,33596,22345,428895,438601,40500,30794,469395,16194,33858,96320,154084,29348,78544,115239,50131,136013,33596,22345,428895,438601,40500,30794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5721,3605,-5850,7506,-18549,3801,-1756,16602,-869,-9619,3645,3109,5777,1889,-56,3832,100,3.4,7.2,20.5,32.8,6.3,16.7,24.6,10.7,29,7.2,4.8,91.4,93.4,8.6,6.6,100,3.4,7.2,20.5,32.8,6.3,16.7,24.6,10.7,29,7.2,4.8,91.4,93.4,8.6,6.6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,13,16,25,17,26,63,71,54,97,35,43,253,210,335,13,16,25,17,26,63,71,54,97,35,43,253,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5,21.8,32.2,37.7,17.1,20.2,25.6,33.6,20.5,21.8,32.2,37.7,17.1,20.2,25.6,33.6,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,220913,9/13/2022,088691,CMX ,01,088 ,463674,12589,39708,88814,172633,25547,80300,98637,51000,145632,29951,19236,423118,436712,40556,26962,463674,12589,39708,88814,172633,25547,80300,98637,51000,145632,29951,19236,423118,436712,40556,26962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2234,-2975,-1916,874,-3311,-632,-5542,5833,2373,-53,-4915,1963,-3992,-605,1758,-1629,100,2.7,8.6,19.2,37.2,5.5,17.3,21.3,11,31.4,6.5,4.1,91.3,94.2,8.7,5.8,100,2.7,8.6,19.2,37.2,5.5,17.3,21.3,11,31.4,6.5,4.1,91.3,94.2,8.7,5.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,11,15,20,21,24,63,65,47,93,30,41,238,194,315,11,15,20,21,24,63,65,47,93,30,41,238,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2,22.8,32.9,38.1,17.5,21.6,26.3,35.8,21.2,22.8,32.9,38.1,17.5,21.6,26.3,35.8,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,220906,9/6/2022,088691,CMX ,01,088 ,465908,15564,41624,87940,175944,26179,85842,92804,48627,145685,34866,17273,427110,437317,38798,28591,465908,15564,41624,87940,175944,26179,85842,92804,48627,145685,34866,17273,427110,437317,38798,28591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6743,952,-4335,1870,-8458,326,-5919,12831,8816,2132,-2741,-1314,6863,5125,-120,1618,100,3.3,8.9,18.9,37.8,5.6,18.4,19.9,10.4,31.3,7.5,3.7,91.7,93.9,8.3,6.1,100,3.3,8.9,18.9,37.8,5.6,18.4,19.9,10.4,31.3,7.5,3.7,91.7,93.9,8.3,6.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,12,14,18,24,23,71,60,41,90,33,37,236,189,318,12,14,18,24,23,71,60,41,90,33,37,236,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8,23.1,32.6,37.6,17.6,21.7,26.7,36,20.8,23.1,32.6,37.6,17.6,21.7,26.7,36,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,220830,8/30/2022,088691,CMX ,01,088 ,459165,14612,45959,86070,184402,25853,91761,79973,39811,143553,37607,18587,420247,432192,38918,26973,459165,14612,45959,86070,184402,25853,91761,79973,39811,143553,37607,18587,420247,432192,38918,26973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1403,-345,-1185,2033,-5520,-1346,-4089,6234,739,1976,-234,1809,777,497,626,906,100,3.2,10,18.7,40.2,5.6,20,17.4,8.7,31.3,8.2,4,91.5,94.1,8.5,5.9,100,3.2,10,18.7,40.2,5.6,20,17.4,8.7,31.3,8.2,4,91.5,94.1,8.5,5.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,12,14,17,22,22,65,55,50,91,34,39,238,188,309,12,14,17,22,22,65,55,50,91,34,39,238,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7,24.8,32.2,39.6,17.6,23.3,26.9,37.9,20.7,24.8,32.2,39.6,17.6,23.3,26.9,37.9,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,220823,8/23/2022,088691,CMX ,01,088 ,457762,14957,47144,84037,189922,27199,95850,73739,39072,141577,37841,16778,419470,431695,38292,26067,457762,14957,47144,84037,189922,27199,95850,73739,39072,141577,37841,16778,419470,431695,38292,26067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3802,679,-1658,1457,-11843,1491,-915,13347,1521,146,1201,-1043,3336,3016,466,786,100,3.3,10.3,18.4,41.5,5.9,20.9,16.1,8.5,30.9,8.3,3.7,91.6,94.3,8.4,5.7,100,3.3,10.3,18.4,41.5,5.9,20.9,16.1,8.5,30.9,8.3,3.7,91.6,94.3,8.4,5.7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,14,16,16,24,22,74,47,47,88,33,39,241,183,309,14,16,16,24,22,74,47,47,88,33,39,241,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6,25.4,32.2,40.6,17.5,23.8,26.6,38.7,20.6,25.4,32.2,40.6,17.5,23.8,26.6,38.7,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,220816,8/16/2022,088691,CMX ,01,088 ,453960,14278,48802,82580,201765,25708,96765,60392,37551,141431,36640,17821,416134,428679,37826,25281,453960,14278,48802,82580,201765,25708,96765,60392,37551,141431,36640,17821,416134,428679,37826,25281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,1338,-599,-722,370,-30,-3248,1113,744,-1462,-4136,3901,521,1363,-101,-943,100,3.1,10.8,18.2,44.4,5.7,21.3,13.3,8.3,31.2,8.1,3.9,91.7,94.4,8.3,5.6,100,3.1,10.8,18.2,44.4,5.7,21.3,13.3,8.3,31.2,8.1,3.9,91.7,94.4,8.3,5.6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,15,17,16,23,26,70,43,42,81,36,40,235,179,297,15,17,16,23,26,70,43,42,81,36,40,235,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8,26.6,32.4,42.7,17.7,24.9,27,40.8,20.8,26.6,32.4,42.7,17.7,24.9,27,40.8,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,220809,8/9/2022,088691,CMX ,01,088 ,453540,12940,49401,83302,201395,25738,100013,59279,36807,142893,40776,13920,415613,427316,37927,26224,453540,12940,49401,83302,201395,25738,100013,59279,36807,142893,40776,13920,415613,427316,37927,26224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6109,-891,5183,-4605,8310,-224,3379,-21500,3427,-2601,3753,-5040,-6555,-6091,446,-18,100,2.9,10.9,18.4,44.4,5.7,22.1,13.1,8.1,31.5,9,3.1,91.6,94.2,8.4,5.8,100,2.9,10.9,18.4,44.4,5.7,22.1,13.1,8.1,31.5,9,3.1,91.6,94.2,8.4,5.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,14,18,16,22,23,74,36,43,77,41,38,233,173,295,14,18,16,22,23,74,36,43,77,41,38,233,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26.1,32.5,42.7,18.1,24.7,27.2,40.6,21,26.1,32.5,42.7,18.1,24.7,27.2,40.6,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,220802,8/2/2022,088691,CMX ,01,088 ,459649,13831,44218,87907,193085,25962,96634,80779,33380,145494,37023,18960,422168,433407,37481,26242,459649,13831,44218,87907,193085,25962,96634,80779,33380,145494,37023,18960,422168,433407,37481,26242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27866,-2226,2996,-3004,18917,-9077,4418,-30530,-8372,-3951,-639,-314,-22526,-27019,-5340,-847,100,3,9.6,19.1,42,5.6,21,17.6,7.3,31.7,8.1,4.1,91.8,94.3,8.2,5.7,100,3,9.6,19.1,42,5.6,21,17.6,7.3,31.7,8.1,4.1,91.8,94.3,8.2,5.7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,13,18,18,20,22,71,46,45,88,34,36,238,176,303,13,18,18,20,22,71,46,45,88,34,36,238,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9,25.7,32.6,41.3,18.1,23.7,27.5,38.9,20.9,25.7,32.6,41.3,18.1,23.7,27.5,38.9,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,220726,7/26/2022,088691,CMX ,01,088 ,487515,16057,41222,90911,174168,35039,92216,111309,41752,149445,37662,19274,444694,460426,42821,27089,487515,16057,41222,90911,174168,35039,92216,111309,41752,149445,37662,19274,444694,460426,42821,27089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37271,-5544,-5422,-779,-4741,-3773,1160,1515,-25626,-503,1407,-1733,-36798,-38373,-473,1102,100,3.3,8.5,18.6,35.7,7.2,18.9,22.8,8.6,30.7,7.7,4,91.2,94.4,8.8,5.6,100,3.3,8.5,18.6,35.7,7.2,18.9,22.8,8.6,30.7,7.7,4,91.2,94.4,8.8,5.6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,13,15,18,21,24,67,46,50,91,35,45,243,187,303,13,15,18,21,24,67,46,50,91,35,45,243,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3,22.6,31.3,39.1,17.1,21.1,27.1,35.8,20.3,22.6,31.3,39.1,17.1,21.1,27.1,35.8,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,220719,7/19/2022,088691,CMX ,01,088 ,524786,21601,46644,91690,178909,38812,91056,109794,67378,149948,36255,21007,481492,498799,43294,25987,524786,21601,46644,91690,178909,38812,91056,109794,67378,149948,36255,21007,481492,498799,43294,25987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17707,3452,426,2775,-19725,14706,-613,11992,-6566,-9509,1052,-12663,-8418,-10778,-9289,-6929,100,4.1,8.9,17.5,34.1,7.4,17.4,20.9,12.8,28.6,6.9,4,91.8,95,8.2,5,100,4.1,8.9,17.5,34.1,7.4,17.4,20.9,12.8,28.6,6.9,4,91.8,95,8.2,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,20,17,18,22,25,63,51,52,99,23,36,251,181,309,20,17,18,22,25,63,51,52,99,23,36,251,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7,23.3,33.3,40.7,16,20.1,25.3,33.6,21.7,23.3,33.3,40.7,16,20.1,25.3,33.6,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,220712,7/12/2022,088691,CMX ,01,088 ,542493,18149,46218,88915,198634,24106,91669,97802,73944,159457,35203,33670,489910,509577,52583,32916,542493,18149,46218,88915,198634,24106,91669,97802,73944,159457,35203,33670,489910,509577,52583,32916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44283,2745,-7676,719,-16657,9417,-11803,11364,35111,-4877,-505,4321,35633,35375,8650,8908,100,3.3,8.5,16.4,36.6,4.4,16.9,18,13.6,29.4,6.5,6.2,90.3,93.9,9.7,6.1,100,3.3,8.5,16.4,36.6,4.4,16.9,18,13.6,29.4,6.5,6.2,90.3,93.9,9.7,6.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,19,16,14,25,22,60,50,50,100,28,42,253,180,310,19,16,14,25,22,60,50,50,100,28,42,253,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24.8,33.8,41.2,17.3,21.2,26.1,34.9,23,24.8,33.8,41.2,17.3,21.2,26.1,34.9,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,220705,7/5/2022,088691,CMX ,01,088 ,498210,15404,53894,88196,215291,14689,103472,86438,38833,164334,35708,29349,454277,474202,43933,24008,498210,15404,53894,88196,215291,14689,103472,86438,38833,164334,35708,29349,454277,474202,43933,24008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1205,1433,-3864,-510,-11635,328,-7378,11690,493,6472,-563,1257,2095,-2294,-890,3499,100,3.1,10.8,17.7,43.2,2.9,20.8,17.3,7.8,33,7.2,5.9,91.2,95.2,8.8,4.8,100,3.1,10.8,17.7,43.2,2.9,20.8,17.3,7.8,33,7.2,5.9,91.2,95.2,8.8,4.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,17,20,16,25,23,76,41,47,108,31,42,276,175,329,17,20,16,25,23,76,41,47,108,31,42,276,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9,25.9,31.7,42.2,19.1,24.7,28.3,40.8,20.9,25.9,31.7,42.2,19.1,24.7,28.3,40.8,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,220628,6/28/2022,088691,CMX ,01,088 ,497005,13971,57758,88706,226926,14361,110850,74748,38340,157862,36271,28092,452182,476496,44823,20509,497005,13971,57758,88706,226926,14361,110850,74748,38340,157862,36271,28092,452182,476496,44823,20509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3271,952,550,-1030,-5550,-2929,-2370,11331,1379,2963,-5144,-2679,-3714,-3042,443,-229,100,2.8,11.6,17.8,45.7,2.9,22.3,15,7.7,31.8,7.3,5.7,91,95.9,9,4.1,100,2.8,11.6,17.8,45.7,2.9,22.3,15,7.7,31.8,7.3,5.7,91,95.9,9,4.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,14,20,15,26,20,80,35,42,97,33,34,257,164,315,14,20,15,26,20,80,35,42,97,33,34,257,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2,25.8,33,42.8,19.6,24.6,29,41.4,22.2,25.8,33,42.8,19.6,24.6,29,41.4,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,220621,6/21/2022,088691,CMX ,01,088 ,500276,13019,57208,89736,232476,17290,113220,63417,36961,154899,41415,30771,455896,479538,44380,20738,500276,13019,57208,89736,232476,17290,113220,63417,36961,154899,41415,30771,455896,479538,44380,20738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2820,-1901,1233,-341,4885,361,4109,-8789,2063,-2586,1623,2461,4166,3837,-1346,-1017,100,2.6,11.4,17.9,46.5,3.5,22.6,12.7,7.4,31,8.3,6.2,91.1,95.9,8.9,4.1,100,2.6,11.4,17.9,46.5,3.5,22.6,12.7,7.4,31,8.3,6.2,91.1,95.9,8.9,4.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,11,19,15,24,19,86,26,43,103,38,30,261,156,320,11,19,15,24,19,86,26,43,103,38,30,261,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8,25.5,33.7,43,18.7,24.2,28.1,41.3,22.8,25.5,33.7,43,18.7,24.2,28.1,41.3,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
