"Date","Price","Open","High","Low","Vol.","Change %"
"06/02/2024","18.8324","19.0678","19.0987","18.8193","","-1.21%"
"05/02/2024","19.0627","18.8957","19.1094","18.8607","","0.86%"
"02/02/2024","18.8997","18.5946","18.9352","18.5507","","1.67%"
"01/02/2024","18.5892","18.6749","18.7796","18.5596","","-0.45%"
"31/01/2024","18.6739","18.8084","18.8510","18.5674","","-0.69%"
"30/01/2024","18.8032","18.8043","18.9216","18.7647","","0.05%"
"29/01/2024","18.7940","18.7614","18.8617","18.7417","","0.09%"
"26/01/2024","18.7775","18.8657","18.9599","18.7197","","-0.42%"
"25/01/2024","18.8574","18.8921","18.9501","18.8046","","-0.11%"
"24/01/2024","18.8783","19.0371","19.0671","18.7925","","-0.83%"
"23/01/2024","19.0366","19.1877","19.2364","18.9821","","-0.83%"
"22/01/2024","19.1966","19.0161","19.2218","19.0040","","0.99%"
"19/01/2024","19.0089","18.9396","19.0856","18.8990","","0.43%"
"18/01/2024","18.9278","19.0597","19.1252","18.8731","","-0.65%"
"17/01/2024","19.0518","18.9713","19.1907","18.9522","","0.46%"
"16/01/2024","18.9649","18.6980","19.0082","18.6325","","1.45%"
"15/01/2024","18.6947","18.6158","18.7194","18.6152","","0.48%"
"12/01/2024","18.6056","18.6432","18.7052","18.5345","","-0.17%"
"11/01/2024","18.6367","18.6887","18.7428","18.5637","","-0.22%"
"10/01/2024","18.6774","18.6338","18.7598","18.5916","","-0.10%"
"09/01/2024","18.6962","18.6060","18.7285","18.5627","","0.53%"
"08/01/2024","18.5979","18.6725","18.8144","18.5560","","-0.41%"
"05/01/2024","18.6752","18.7190","18.9655","18.5867","","-0.11%"
"04/01/2024","18.6952","18.7199","18.7768","18.6016","","-0.04%"
"03/01/2024","18.7021","18.5773","18.8459","18.4879","","0.80%"
"02/01/2024","18.5529","18.3520","18.6007","18.2600","","1.48%"
"01/01/2024","18.2822","18.2822","18.2822","18.2822","","0.00%"
"29/12/2023","18.2822","18.5432","18.6090","18.2486","","-1.35%"
"28/12/2023","18.5320","18.3871","18.6162","18.3029","","0.83%"
"27/12/2023","18.3791","18.6331","18.6870","18.3284","","-1.31%"
"26/12/2023","18.6234","18.4529","18.7507","18.4258","","1.14%"
"25/12/2023","18.4133","18.4467","18.4998","18.4208","","-0.16%"
"22/12/2023","18.4421","18.3639","18.5532","18.3444","","0.51%"
"21/12/2023","18.3481","18.3221","18.4282","18.2062","","0.17%"
"20/12/2023","18.3171","18.3174","18.4020","18.2239","","0.05%"
"19/12/2023","18.3084","18.5915","18.6406","18.3030","","-1.45%"
"18/12/2023","18.5770","18.3517","18.6665","18.2535","","1.27%"
"15/12/2023","18.3442","18.3184","18.4361","18.1056","","0.08%"
"14/12/2023","18.3304","18.6798","18.7183","18.2696","","-1.85%"
"13/12/2023","18.6765","18.9650","19.1042","18.6273","","-1.44%"
"12/12/2023","18.9501","19.1239","19.1239","18.8379","","-0.67%"
"11/12/2023","19.0784","18.9640","19.1439","18.9489","","0.67%"
"08/12/2023","18.9511","18.7606","19.0093","18.7352","","1.04%"
"07/12/2023","18.7569","18.9634","19.0002","18.7243","","-1.08%"
"06/12/2023","18.9610","18.9683","19.0084","18.8203","","0.11%"
"05/12/2023","18.9411","18.8096","19.0266","18.7514","","0.75%"
"04/12/2023","18.7997","18.6902","18.8766","18.5720","","0.94%"
"01/12/2023","18.6254","18.8550","18.9021","18.5938","","-1.20%"
"30/11/2023","18.8524","18.7579","18.9767","18.6670","","0.54%"
"29/11/2023","18.7511","18.6018","18.7644","18.4579","","0.83%"
"28/11/2023","18.5959","18.6628","18.7610","18.5715","","-0.31%"
"27/11/2023","18.6539","18.8363","18.8521","18.6182","","-0.88%"
"24/11/2023","18.8204","18.8099","18.9629","18.7533","","0.11%"
"23/11/2023","18.7998","18.8861","18.8979","18.6999","","-0.39%"
"22/11/2023","18.8737","18.6460","18.9056","18.5609","","1.35%"
"21/11/2023","18.6232","18.3403","18.6651","18.2651","","1.58%"
"20/11/2023","18.3335","18.3764","18.4603","18.2372","","-0.19%"
"17/11/2023","18.3689","18.3679","18.4380","18.2563","","0.08%"
"16/11/2023","18.3538","18.1782","18.4312","18.1467","","0.99%"
"15/11/2023","18.1746","18.2248","18.2778","18.1080","","-0.29%"
"14/11/2023","18.2281","18.7212","18.7856","18.2076","","-2.57%"
"13/11/2023","18.7097","18.7550","18.8062","18.6475","","-0.04%"
"10/11/2023","18.7163","18.6581","18.8151","18.6124","","0.37%"
"09/11/2023","18.6464","18.4729","18.6917","18.4366","","0.97%"
"08/11/2023","18.4674","18.3412","18.5490","18.3118","","0.86%"
"07/11/2023","18.3105","18.2959","18.4396","18.2267","","0.11%"
"06/11/2023","18.2908","18.2738","18.3687","18.1532","","0.22%"
"03/11/2023","18.2509","18.4188","18.4841","18.1985","","-0.91%"
"02/11/2023","18.4181","18.5295","18.5658","18.3105","","-0.51%"
"01/11/2023","18.5130","18.6448","18.7546","18.4907","","-0.69%"
"31/10/2023","18.6424","18.8575","18.9541","18.6176","","-1.15%"
"30/10/2023","18.8584","18.8669","18.8796","18.7402","","0.06%"
"27/10/2023","18.8479","18.9641","18.9914","18.7386","","-0.57%"
"26/10/2023","18.9558","19.1013","19.2783","18.9180","","-0.82%"
"25/10/2023","19.1127","19.0357","19.2041","18.9755","","0.39%"
"24/10/2023","19.0382","18.9145","19.1391","18.8511","","0.43%"
"23/10/2023","18.9562","19.0142","19.1504","18.9003","","-0.14%"
"20/10/2023","18.9832","19.0216","19.1520","18.9225","","-0.16%"
"19/10/2023","19.0144","18.9870","19.1618","18.9135","","0.17%"
"18/10/2023","18.9825","18.8048","19.0848","18.6917","","0.88%"
"17/10/2023","18.8165","18.7924","18.9205","18.7064","","0.24%"
"16/10/2023","18.7712","18.9758","19.0060","18.7551","","-1.10%"
"13/10/2023","18.9804","19.0088","19.0462","18.8490","","-0.19%"
"12/10/2023","19.0162","18.8285","19.0563","18.7759","","1.05%"
"11/10/2023","18.8194","19.0293","19.0728","18.7836","","-1.03%"
"10/10/2023","19.0157","19.3478","19.3675","18.9930","","-1.65%"
"09/10/2023","19.3356","19.3696","19.4466","19.2857","","0.21%"
"06/10/2023","19.2956","19.5259","19.6441","19.2556","","-1.11%"
"05/10/2023","19.5129","19.3351","19.6439","19.2679","","0.97%"
"04/10/2023","19.3249","19.3315","19.4401","19.1671","","-0.03%"
"03/10/2023","19.3314","19.1901","19.3863","19.1760","","0.62%"
"02/10/2023","19.2128","18.8833","19.2324","18.8584","","1.57%"
"29/09/2023","18.9152","18.9817","19.0525","18.7572","","-0.35%"
"28/09/2023","18.9823","19.2052","19.2663","18.9664","","-1.12%"
"27/09/2023","19.1969","19.0675","19.2673","19.0161","","0.68%"
"26/09/2023","19.0673","18.7767","19.0965","18.7687","","1.63%"
"25/09/2023","18.7621","18.7644","18.8612","18.6985","","0.03%"
"22/09/2023","18.7574","18.9536","18.9823","18.6984","","-0.97%"
"21/09/2023","18.9412","18.8163","19.0448","18.7994","","0.50%"
"20/09/2023","18.8461","18.9412","18.9913","18.6795","","-0.45%"
"19/09/2023","18.9306","19.0328","19.0584","18.9067","","-0.38%"
"18/09/2023","19.0025","19.0201","19.0923","18.9314","","-0.01%"
"15/09/2023","19.0038","19.0227","19.1168","18.9517","","-0.07%"
"14/09/2023","19.0176","18.8108","19.0612","18.7598","","1.15%"
"13/09/2023","18.8008","18.9340","18.9824","18.7596","","-0.58%"
"12/09/2023","18.9110","18.9385","19.0441","18.8503","","0.21%"
"11/09/2023","18.8711","19.1215","19.1291","18.8254","","-1.31%"
"08/09/2023","19.1225","19.1768","19.1872","19.0222","","-0.27%"
"07/09/2023","19.1748","19.2217","19.2759","19.1095","","-0.10%"
"06/09/2023","19.1943","19.2551","19.3424","19.0972","","-0.05%"
"05/09/2023","19.2032","19.0693","19.2861","19.0445","","0.74%"
"04/09/2023","19.0618","18.8292","19.1438","18.7404","","1.20%"
"01/09/2023","18.8361","18.8800","18.9059","18.6155","","-0.18%"
"31/08/2023","18.8706","18.6518","18.9461","18.6428","","1.03%"
"30/08/2023","18.6791","18.5077","18.7076","18.4673","","1.14%"
"29/08/2023","18.4692","18.6105","18.6309","18.4261","","-0.71%"
"28/08/2023","18.6015","18.5897","18.7493","18.5485","","-0.09%"
"25/08/2023","18.6183","18.7950","18.8965","18.5282","","-1.00%"
"24/08/2023","18.8071","18.4726","18.8461","18.3948","","1.89%"
"23/08/2023","18.4575","18.7894","18.8346","18.4173","","-1.75%"
"22/08/2023","18.7856","18.9660","18.9998","18.7143","","-0.92%"
"21/08/2023","18.9599","18.9965","19.0792","18.9370","","-0.05%"
"18/08/2023","18.9685","19.0804","19.1590","18.9319","","-0.49%"
"17/08/2023","19.0612","19.1491","19.2558","18.9472","","-0.54%"
"16/08/2023","19.1640","19.1458","19.2211","18.9886","","0.19%"
"15/08/2023","19.1276","19.0800","19.3038","19.0282","","0.27%"
"14/08/2023","19.0752","18.9300","19.1669","18.9130","","0.74%"
"11/08/2023","18.9354","18.8264","18.9792","18.7919","","0.50%"
"10/08/2023","18.8406","18.9815","19.0614","18.6577","","-0.68%"
"09/08/2023","18.9701","18.9244","19.0907","18.8299","","0.27%"
"08/08/2023","18.9190","18.7107","19.0054","18.6924","","1.13%"
"07/08/2023","18.7072","18.4304","18.7542","18.4268","","1.37%"
"04/08/2023","18.4537","18.7132","18.7547","18.3744","","-1.24%"
"03/08/2023","18.6847","18.4598","18.7874","18.4045","","1.23%"
"02/08/2023","18.4577","18.2999","18.5931","18.2510","","0.91%"
"01/08/2023","18.2918","17.8021","18.3493","17.8021","","2.47%"
"31/07/2023","17.8504","17.6483","17.8946","17.5686","","1.44%"
"28/07/2023","17.5978","17.7815","17.9860","17.5556","","-1.30%"
"27/07/2023","17.8298","17.6138","17.8940","17.4131","","1.29%"
"26/07/2023","17.6032","17.5513","17.7318","17.5324","","0.33%"
"25/07/2023","17.5448","17.7464","17.7913","17.5193","","-1.09%"
"24/07/2023","17.7373","17.9839","18.0513","17.7203","","-1.07%"
"21/07/2023","17.9295","17.9163","18.0716","17.8533","","0.18%"
"20/07/2023","17.8975","17.9005","17.9910","17.7306","","0.26%"
"19/07/2023","17.8513","17.8509","17.9872","17.8158","","-0.01%"
"18/07/2023","17.8522","18.0488","18.0725","17.8032","","-0.95%"
"17/07/2023","18.0231","18.1158","18.2058","17.9946","","-0.31%"
"14/07/2023","18.0789","17.9432","18.1831","17.9007","","0.91%"
"13/07/2023","17.9151","18.1313","18.1913","17.8925","","-1.16%"
"12/07/2023","18.1245","18.4909","18.5292","18.1150","","-1.92%"
"11/07/2023","18.4800","18.8373","18.8528","18.4751","","-1.63%"
"10/07/2023","18.7859","18.8149","18.9617","18.7550","","-0.11%"
"07/07/2023","18.8070","19.1122","19.1645","18.8052","","-1.63%"
"06/07/2023","19.1192","18.7592","19.1573","18.7365","","1.84%"
"05/07/2023","18.7734","18.6503","18.8313","18.6330","","0.71%"
"04/07/2023","18.6408","18.7469","18.7996","18.6091","","-0.52%"
"03/07/2023","18.7378","18.8339","18.8742","18.6539","","-0.47%"
"30/06/2023","18.8263","18.7633","19.0497","18.7204","","0.38%"
"29/06/2023","18.7541","18.6530","18.8894","18.6320","","0.57%"
"28/06/2023","18.6470","18.4779","18.7567","18.4767","","0.68%"
"27/06/2023","18.5210","18.6425","18.6721","18.4269","","-0.64%"
"26/06/2023","18.6410","18.7794","18.7794","18.5473","","-0.29%"
"23/06/2023","18.6947","18.5605","18.7815","18.4859","","0.97%"
"22/06/2023","18.5157","18.3283","18.5769","18.3075","","1.14%"
"21/06/2023","18.3065","18.3797","18.4538","18.3088","","-0.33%"
"20/06/2023","18.3663","18.1789","18.4668","18.1252","","1.07%"
"19/06/2023","18.1725","18.1917","18.2773","18.1321","","-0.06%"
"16/06/2023","18.1842","18.2215","18.2838","18.1223","","-0.19%"
"15/06/2023","18.2181","18.3441","18.4758","18.1925","","-0.61%"
"14/06/2023","18.3304","18.5941","18.6595","18.2474","","-1.55%"
"13/06/2023","18.6189","18.5552","18.6783","18.5093","","0.28%"
"12/06/2023","18.5671","18.7229","18.7605","18.5079","","-0.81%"
"09/06/2023","18.7187","18.8342","18.9076","18.6929","","-0.62%"
"08/06/2023","18.8354","19.0929","19.1152","18.7990","","-1.30%"
"07/06/2023","19.0831","19.2228","19.3086","18.9739","","-0.65%"
"06/06/2023","19.2073","19.2680","19.3605","19.1723","","-0.33%"
"05/06/2023","19.2711","19.5117","19.5697","19.2189","","-1.15%"
"02/06/2023","19.4952","19.6381","19.6626","19.4009","","-0.65%"
"01/06/2023","19.6236","19.7067","19.9240","19.5732","","-0.51%"
"31/05/2023","19.7248","19.6608","19.8535","19.6350","","0.15%"
"30/05/2023","19.6954","19.6770","19.8715","19.6423","","0.16%"
"29/05/2023","19.6649","19.6500","19.7376","19.6013","","0.10%"
"26/05/2023","19.6449","19.8211","19.8294","19.5350","","-0.81%"
"25/05/2023","19.8053","19.2335","19.8451","19.2255","","2.95%"
"24/05/2023","19.2369","19.2221","19.3144","19.1315","","0.20%"
"23/05/2023","19.1992","19.2553","19.3276","19.1614","","-0.11%"
"22/05/2023","19.2207","19.4539","19.5052","19.2031","","-1.03%"
"19/05/2023","19.4217","19.3289","19.5271","19.2388","","0.44%"
"18/05/2023","19.3363","19.2623","19.4974","19.2408","","0.49%"
"17/05/2023","19.2421","19.0768","19.3823","19.0561","","0.94%"
"16/05/2023","19.0629","19.0467","19.1689","18.9906","","0.20%"
"15/05/2023","19.0250","19.1550","19.2203","18.9946","","-1.57%"
"12/05/2023","19.3275","19.2032","19.5171","19.1570","","0.69%"
"11/05/2023","19.1958","18.8783","19.3466","18.8429","","1.73%"
"10/05/2023","18.8697","18.6276","18.9157","18.6141","","1.12%"
"09/05/2023","18.6612","18.3245","18.6747","18.3024","","1.80%"
"08/05/2023","18.3310","18.3988","18.4309","18.2750","","-0.43%"
"05/05/2023","18.4110","18.2904","18.4835","18.2533","","0.73%"
"04/05/2023","18.2779","18.2778","18.3512","18.1680","","0.02%"
"03/05/2023","18.2734","18.4762","18.4853","18.1861","","-1.00%"
"02/05/2023","18.4572","18.4059","18.5095","18.3328","","0.33%"
"01/05/2023","18.3972","18.2989","18.4159","18.2654","","0.70%"
"28/04/2023","18.2688","18.3016","18.4363","18.2681","","-0.04%"
"27/04/2023","18.2768","18.4207","18.4363","18.2150","","-0.70%"
"26/04/2023","18.4054","18.3312","18.4596","18.2586","","0.41%"
"25/04/2023","18.3294","18.1456","18.4037","18.1131","","1.09%"
"24/04/2023","18.1311","18.1050","18.2068","18.0725","","0.16%"
"21/04/2023","18.1016","18.0413","18.1651","18.0105","","0.39%"
"20/04/2023","18.0308","18.1845","18.2129","17.9897","","-0.85%"
"19/04/2023","18.1847","18.1786","18.3241","18.0664","","0.13%"
"18/04/2023","18.1613","18.3152","18.3321","18.1331","","-0.82%"
"17/04/2023","18.3116","18.0958","18.3361","18.0156","","1.26%"
"14/04/2023","18.0846","18.0724","18.1619","17.9991","","0.23%"
"13/04/2023","18.0437","18.3866","18.4394","18.0280","","-1.87%"
"12/04/2023","18.3878","18.3908","18.4611","18.2374","","0.00%"
"11/04/2023","18.3869","18.5017","18.5179","18.2456","","-0.63%"
"10/04/2023","18.5029","18.2354","18.5418","18.2046","","1.70%"
"07/04/2023","18.1942","18.2533","18.3063","18.1645","","-0.27%"
"06/04/2023","18.2433","18.0596","18.3253","18.0460","","1.13%"
"05/04/2023","18.0394","17.9325","18.0779","17.8500","","0.64%"
"04/04/2023","17.9250","17.8510","17.9802","17.7495","","0.32%"
"03/04/2023","17.8675","17.7649","17.9621","17.7557","","0.49%"
"31/03/2023","17.7803","17.8227","17.8809","17.6943","","-0.20%"
"30/03/2023","17.8157","18.1196","18.1554","17.7567","","-1.57%"
"29/03/2023","18.0995","18.1414","18.2098","18.0605","","-0.17%"
"28/03/2023","18.1310","18.3290","18.3375","18.1341","","-0.97%"
"27/03/2023","18.3085","18.1800","18.3566","18.1358","","0.83%"
"24/03/2023","18.1570","18.1060","18.2950","18.0785","","0.38%"
"23/03/2023","18.0891","18.2313","18.2775","18.0133","","-0.74%"
"22/03/2023","18.2238","18.5666","18.5882","18.1525","","-1.80%"
"21/03/2023","18.5581","18.5182","18.6152","18.4521","","0.28%"
"20/03/2023","18.5066","18.3710","18.6012","18.3227","","0.21%"
"17/03/2023","18.4671","18.3975","18.4935","18.2489","","0.43%"
"16/03/2023","18.3884","18.4703","18.4839","18.2702","","-0.14%"
"15/03/2023","18.4143","18.1168","18.5035","18.0856","","1.66%"
"14/03/2023","18.1136","18.1704","18.3348","18.0412","","-0.36%"
"13/03/2023","18.1787","18.3406","18.3406","18.0938","","-0.67%"
"10/03/2023","18.3018","18.5610","18.5671","18.1840","","-1.40%"
"09/03/2023","18.5620","18.6122","18.6712","18.4514","","-0.23%"
"08/03/2023","18.6054","18.5062","18.7208","18.4697","","0.48%"
"07/03/2023","18.5162","18.2525","18.6378","18.2113","","1.50%"
"06/03/2023","18.2429","18.1442","18.2625","18.1297","","0.54%"
"03/03/2023","18.1458","18.2059","18.2246","18.0792","","-0.28%"
"02/03/2023","18.1965","18.1225","18.2630","18.1088","","0.45%"
"01/03/2023","18.1146","18.3128","18.3824","18.0865","","-1.28%"
"28/02/2023","18.3487","18.4104","18.5201","18.2736","","-0.30%"
"27/02/2023","18.4035","18.4108","18.4894","18.3340","","-0.01%"
"24/02/2023","18.4058","18.2242","18.4934","18.1970","","1.03%"
"23/02/2023","18.2176","18.2426","18.3757","18.1840","","-0.06%"
"22/02/2023","18.2277","18.2584","18.3883","18.1150","","0.01%"
"21/02/2023","18.2254","18.1282","18.3249","18.0699","","0.63%"
"20/02/2023","18.1117","18.0625","18.1561","17.9904","","0.37%"
"17/02/2023","18.0450","18.1498","18.2971","17.9945","","-0.59%"
"16/02/2023","18.1529","18.0329","18.2309","17.9690","","0.72%"
"15/02/2023","18.0238","17.8838","18.1064","17.8801","","0.70%"
"14/02/2023","17.8988","17.8602","17.9587","17.6409","","0.24%"
"13/02/2023","17.8564","17.9438","18.0894","17.8221","","-0.36%"
"10/02/2023","17.9211","17.7550","17.9599","17.7031","","0.96%"
"09/02/2023","17.7507","17.7629","17.8177","17.5872","","-0.08%"
"08/02/2023","17.7653","17.5585","17.8309","17.4657","","1.22%"
"07/02/2023","17.5510","17.6754","17.6942","17.4519","","-0.59%"
"06/02/2023","17.6553","17.4891","17.7085","17.4442","","1.10%"
"03/02/2023","17.4637","17.0736","17.4909","17.0481","","2.35%"
"02/02/2023","17.0629","17.0413","17.1256","16.9270","","0.19%"
"01/02/2023","17.0301","17.4232","17.4413","16.9960","","-2.12%"
"31/01/2023","17.3985","17.3970","17.4935","17.3647","","0.05%"
"30/01/2023","17.3901","17.1971","17.4188","17.1777","","1.17%"
"27/01/2023","17.1896","17.1873","17.2878","17.1583","","0.04%"
"26/01/2023","17.1833","17.1147","17.2577","17.0117","","0.48%"
"25/01/2023","17.1005","17.2005","17.2625","17.0977","","-0.53%"
"24/01/2023","17.1909","17.1809","17.3204","17.1516","","0.11%"
"23/01/2023","17.1720","17.1204","17.2372","17.0622","","0.38%"
"20/01/2023","17.1063","17.2739","17.3647","17.0833","","-0.94%"
"19/01/2023","17.2683","17.1030","17.3822","17.0825","","0.92%"
"18/01/2023","17.1112","17.1147","17.1636","16.8654","","0.47%"
"17/01/2023","17.0316","17.0244","17.1748","16.9578","","0.10%"
"16/01/2023","17.0145","16.7953","17.1256","16.7415","","1.35%"
"13/01/2023","16.7875","16.7763","16.9326","16.6945","","0.11%"
"12/01/2023","16.7688","16.9251","16.9757","16.6913","","-0.78%"
"11/01/2023","16.9007","17.0294","17.0751","16.8762","","-0.70%"
"10/01/2023","17.0204","16.9422","17.1444","16.9007","","0.64%"
"09/01/2023","16.9115","17.1438","17.1586","16.8837","","-1.31%"
"06/01/2023","17.1363","17.1560","17.4417","17.0837","","-0.13%"
"05/01/2023","17.1591","16.8894","17.2993","16.8643","","1.65%"
"04/01/2023","16.8804","17.0201","17.0445","16.7787","","-0.81%"
"03/01/2023","17.0179","16.9749","17.1505","16.9249","","0.26%"
"02/01/2023","16.9743","17.0119","17.0381","16.9490","","-0.18%"
"30/12/2022","17.0044","16.9698","17.0615","16.8978","","0.25%"
"29/12/2022","16.9623","17.1126","17.1390","16.8806","","-0.83%"
"28/12/2022","17.1051","17.2017","17.2934","17.0854","","-0.50%"
"27/12/2022","17.1908","17.0248","17.3281","16.9685","","0.99%"
"26/12/2022","17.0226","17.0463","17.0463","16.9848","","-0.09%"
"23/12/2022","17.0371","17.1518","17.1819","16.9588","","-0.63%"
"22/12/2022","17.1443","17.2012","17.2496","17.0595","","-0.33%"
"21/12/2022","17.2008","17.3147","17.3652","17.1301","","-0.57%"
"20/12/2022","17.2988","17.3205","17.4552","17.2454","","-0.08%"
"19/12/2022","17.3130","17.7067","17.7081","17.1919","","-1.80%"
"16/12/2022","17.6302","17.5033","17.7269","17.4282","","0.81%"
"15/12/2022","17.4892","17.2018","17.5834","17.1517","","1.85%"
"14/12/2022","17.1711","17.2767","17.3493","17.0569","","-0.53%"
"13/12/2022","17.2633","17.5752","17.7623","17.2144","","-1.72%"
"12/12/2022","17.5657","17.3054","17.6416","17.2404","","1.35%"
"09/12/2022","17.3317","17.1828","17.3879","17.0917","","0.93%"
"08/12/2022","17.1715","17.1800","17.2418","17.0914","","-0.01%"
"07/12/2022","17.1725","17.3438","17.4165","17.0575","","-0.91%"
"06/12/2022","17.3301","17.4335","17.5042","17.2552","","-0.55%"
"05/12/2022","17.4260","17.4827","17.4969","17.1472","","-0.50%"
"02/12/2022","17.5143","17.6380","17.6480","17.2607","","-0.71%"
"01/12/2022","17.6393","17.1461","17.9633","17.0611","","2.73%"
"30/11/2022","17.1713","17.0025","17.2931","16.8944","","1.04%"
"29/11/2022","16.9950","17.1623","17.1925","16.9311","","-0.90%"
"28/11/2022","17.1501","17.1027","17.1908","17.0693","","0.43%"
"25/11/2022","17.0763","17.0169","17.1873","16.9577","","0.42%"
"24/11/2022","17.0050","16.9666","17.0626","16.9045","","0.00%"
"23/11/2022","17.0051","17.2304","17.2739","16.9559","","-1.27%"
"22/11/2022","17.2239","17.3306","17.3620","17.2300","","-0.59%"
"21/11/2022","17.3253","17.2283","17.4664","17.2250","","0.49%"
"18/11/2022","17.2407","17.4016","17.4191","17.2161","","-0.82%"
"17/11/2022","17.3837","17.2679","17.5579","17.2053","","0.71%"
"16/11/2022","17.2609","17.3226","17.4169","17.2053","","-0.22%"
"15/11/2022","17.2996","17.2983","17.4319","17.1058","","-0.01%"
"14/11/2022","17.3013","17.2416","17.3762","17.2057","","0.41%"
"11/11/2022","17.2314","17.3679","17.4689","17.2087","","-0.80%"
"10/11/2022","17.3703","17.7591","17.8398","17.3422","","-2.14%"
"09/11/2022","17.7507","17.7077","17.8627","17.6538","","0.28%"
"08/11/2022","17.7014","17.7465","17.8728","17.6507","","-0.18%"
"07/11/2022","17.7328","18.0163","18.0602","17.6827","","-0.88%"
"04/11/2022","17.8906","18.4066","18.4252","17.8749","","-2.80%"
"03/11/2022","18.4057","18.2370","18.5299","18.2069","","0.80%"
"02/11/2022","18.2600","18.1991","18.2848","17.9840","","0.38%"
"01/11/2022","18.1916","18.2978","18.3690","18.0606","","-0.54%"
"31/10/2022","18.2903","18.1469","18.3992","18.1143","","1.02%"
"28/10/2022","18.1062","18.0063","18.1919","17.9076","","0.73%"
"27/10/2022","17.9756","17.9398","18.1051","17.8745","","0.22%"
"26/10/2022","17.9357","18.2079","18.2542","17.9027","","-1.45%"
"25/10/2022","18.1995","18.4183","18.5048","18.1818","","-1.04%"
"24/10/2022","18.3901","18.0929","18.4680","18.0411","","1.55%"
"21/10/2022","18.1092","18.2882","18.5368","18.0502","","-0.69%"
"20/10/2022","18.2345","18.2898","18.3649","18.1517","","-0.24%"
"19/10/2022","18.2787","18.1099","18.3478","18.0614","","0.98%"
"18/10/2022","18.1011","18.0790","18.1921","17.9460","","0.16%"
"17/10/2022","18.0730","18.2627","18.3243","17.9993","","-1.53%"
"14/10/2022","18.3542","18.2719","18.3725","18.0999","","0.49%"
"13/10/2022","18.2650","18.3026","18.5817","18.1961","","-0.15%"
"12/10/2022","18.2916","18.1711","18.3370","18.1189","","0.66%"
"11/10/2022","18.1716","18.1130","18.2201","17.9870","","0.47%"
"10/10/2022","18.0874","18.1219","18.2385","18.0455","","-0.20%"
"07/10/2022","18.1232","17.9924","18.1740","17.9489","","0.84%"
"06/10/2022","17.9726","17.7991","18.0187","17.6881","","1.12%"
"05/10/2022","17.7728","17.6305","17.9005","17.5878","","0.81%"
"04/10/2022","17.6296","17.8459","17.8659","17.5694","","-1.18%"
"03/10/2022","17.8398","18.0756","18.1131","17.8200","","-1.69%"
"30/09/2022","18.1462","18.0028","18.1537","17.8632","","0.66%"
"29/09/2022","18.0264","17.8850","18.1086","17.7747","","1.01%"
"28/09/2022","17.8454","18.0150","18.2244","17.7995","","-0.89%"
"27/09/2022","18.0054","18.0904","18.1019","17.8411","","-0.38%"
"26/09/2022","18.0738","17.8945","18.1314","17.8945","","1.03%"
"23/09/2022","17.8895","17.5906","17.9909","17.5547","","1.74%"
"22/09/2022","17.5831","17.7234","17.8111","17.4429","","-0.84%"
"21/09/2022","17.7316","17.6833","17.7970","17.5341","","0.32%"
"20/09/2022","17.6742","17.6663","17.8194","17.6224","","0.06%"
"19/09/2022","17.6633","17.6379","17.7972","17.6021","","0.37%"
"16/09/2022","17.5988","17.5502","17.7181","17.5480","","0.30%"
"15/09/2022","17.5463","17.4806","17.6000","17.4352","","0.44%"
"14/09/2022","17.4689","17.4549","17.5014","17.3584","","0.11%"
"13/09/2022","17.4497","17.1117","17.4789","16.9918","","1.90%"
"12/09/2022","17.1244","17.2975","17.3194","17.0487","","-1.03%"
"09/09/2022","17.3025","17.5073","17.5300","17.2132","","-1.16%"
"08/09/2022","17.5057","17.2820","17.5481","17.2178","","1.39%"
"07/09/2022","17.2657","17.3013","17.4659","17.2334","","-0.17%"
"06/09/2022","17.2944","17.1774","17.3410","17.0541","","0.73%"
"05/09/2022","17.1699","17.2967","17.4287","17.1278","","-0.76%"
"02/09/2022","17.3008","17.2842","17.3505","17.1802","","0.18%"
"01/09/2022","17.2696","17.1022","17.3284","17.0855","","0.95%"
"31/08/2022","17.1069","16.9683","17.1418","16.8868","","0.78%"
"30/08/2022","16.9741","16.8619","17.0225","16.7428","","0.82%"
"29/08/2022","16.8367","16.8396","17.0110","16.7854","","-0.20%"
"26/08/2022","16.8704","16.7968","16.9037","16.7133","","0.67%"
"25/08/2022","16.7588","16.9391","16.9850","16.7074","","-1.00%"
"24/08/2022","16.9281","16.9883","17.0748","16.9138","","-0.32%"
"23/08/2022","16.9829","16.9971","17.1430","16.9080","","-0.02%"
"22/08/2022","16.9861","16.9999","17.1020","16.9755","","-0.04%"
"19/08/2022","16.9934","16.8652","17.0519","16.8604","","0.82%"
"18/08/2022","16.8549","16.6492","16.9023","16.6298","","1.26%"
"17/08/2022","16.6446","16.3763","16.6962","16.3576","","1.67%"
"16/08/2022","16.3716","16.4337","16.5215","16.3498","","-0.40%"
"15/08/2022","16.4368","16.2259","16.4686","16.1854","","1.24%"
"12/08/2022","16.2352","16.3047","16.3117","16.1517","","-0.19%"
"11/08/2022","16.2665","16.1938","16.2740","16.1084","","0.62%"
"10/08/2022","16.1659","16.6008","16.6353","16.1137","","-2.56%"
"09/08/2022","16.5905","16.6747","16.6760","16.5596","","-0.10%"
"08/08/2022","16.6063","16.8000","16.8125","16.5727","","-0.94%"
"05/08/2022","16.7636","16.6321","16.8766","16.5493","","0.95%"
