"Date","Price","Open","High","Low","Vol.","Change %"
"08/08/2025","17.7564","17.7325","17.7647","17.6786","","0.13%"
"07/08/2025","17.7325","17.7626","17.8425","17.6700","","-0.18%"
"06/08/2025","17.7650","17.9613","17.9739","17.7432","","-0.82%"
"05/08/2025","17.9112","17.9264","18.0570","17.8738","","-0.13%"
"04/08/2025","17.9340","18.0516","18.0765","17.9066","","-0.65%"
"01/08/2025","18.0516","18.2144","18.3681","18.0161","","-0.89%"
"31/07/2025","18.2144","17.9960","18.2373","17.9523","","1.22%"
"30/07/2025","17.9951","17.8787","18.0262","17.8342","","0.64%"
"29/07/2025","17.8801","17.8742","18.0029","17.8594","","0.03%"
"28/07/2025","17.8743","17.7501","17.9111","17.7201","","0.64%"
"25/07/2025","17.7613","17.6360","17.8236","17.6055","","0.72%"
"24/07/2025","17.6349","17.5500","17.6664","17.5010","","0.48%"
"23/07/2025","17.5500","17.5510","17.6018","17.4939","","-0.05%"
"22/07/2025","17.5593","17.6227","17.6839","17.5255","","-0.37%"
"21/07/2025","17.6238","17.7037","17.7687","17.5950","","-0.56%"
"18/07/2025","17.7228","17.8347","17.8705","17.6553","","-0.63%"
"17/07/2025","17.8354","17.8145","17.9437","17.7950","","0.12%"
"16/07/2025","17.8139","17.9297","17.9647","17.7684","","-0.68%"
"15/07/2025","17.9366","17.9000","17.9606","17.7498","","0.20%"
"14/07/2025","17.9000","17.9238","17.9698","17.8313","","-0.15%"
"11/07/2025","17.9275","17.7400","17.9776","17.7235","","1.03%"
"10/07/2025","17.7452","17.8300","17.8377","17.7030","","-0.50%"
"09/07/2025","17.8335","17.7986","17.8768","17.7514","","0.22%"
"08/07/2025","17.7951","17.8619","17.8743","17.7179","","-0.36%"
"07/07/2025","17.8597","17.5930","17.8793","17.5882","","1.62%"
"04/07/2025","17.5750","17.5101","17.6452","17.4794","","0.35%"
"03/07/2025","17.5137","17.5726","17.6551","17.4832","","-0.32%"
"02/07/2025","17.5693","17.6037","17.7202","17.5526","","-0.19%"
"01/07/2025","17.6031","17.7375","17.7675","17.5682","","-0.83%"
"30/06/2025","17.7500","17.7932","17.8250","17.6857","","-0.46%"
"27/06/2025","17.8328","17.8537","17.9436","17.7137","","-0.10%"
"26/06/2025","17.8507","17.7625","17.8811","17.5761","","0.55%"
"25/06/2025","17.7537","17.7631","17.8466","17.6819","","-0.08%"
"24/06/2025","17.7679","17.8850","17.8850","17.6606","","-0.57%"
"23/06/2025","17.8695","18.0150","18.1533","17.8535","","-0.81%"
"20/06/2025","18.0150","18.0271","18.1122","17.9501","","-0.07%"
"19/06/2025","18.0284","17.9813","18.1575","17.9813","","0.26%"
"18/06/2025","17.9813","18.0263","18.1484","17.9102","","-0.24%"
"17/06/2025","18.0254","17.8158","18.0430","17.7625","","1.21%"
"16/06/2025","17.8106","17.9313","17.9843","17.7255","","-0.67%"
"13/06/2025","17.9313","17.7932","18.0782","17.7488","","0.70%"
"12/06/2025","17.8063","17.7324","17.9213","17.6776","","0.40%"
"11/06/2025","17.7356","17.7043","17.8041","17.6635","","0.20%"
"10/06/2025","17.7010","17.7201","17.8049","17.6585","","-0.15%"
"09/06/2025","17.7284","17.7794","17.8018","17.6938","","-0.31%"
"06/06/2025","17.7838","17.7451","17.8083","17.7028","","0.16%"
"05/06/2025","17.7550","17.8400","17.8663","17.6854","","-0.48%"
"04/06/2025","17.8400","17.8631","17.8926","17.7629","","-0.12%"
"03/06/2025","17.8623","17.8750","17.9400","17.8116","","-0.18%"
"02/06/2025","17.8938","17.9737","17.9955","17.8402","","-0.57%"
"30/05/2025","17.9972","17.8066","18.0743","17.7728","","1.07%"
"29/05/2025","17.8066","17.9513","18.0187","17.7551","","-0.69%"
"28/05/2025","17.9310","17.9493","18.0220","17.8602","","-0.10%"
"27/05/2025","17.9491","17.8640","17.9632","17.8317","","0.48%"
"26/05/2025","17.8640","17.8455","17.8918","17.7960","","0.00%"
"23/05/2025","17.8634","18.0294","18.0314","17.8066","","-0.87%"
"22/05/2025","18.0202","17.9679","18.0706","17.9158","","0.31%"
"21/05/2025","17.9641","17.9249","17.9797","17.8530","","0.18%"
"20/05/2025","17.9310","18.0921","18.1193","17.9042","","-0.86%"
"19/05/2025","18.0861","18.0472","18.0972","17.9803","","0.28%"
"16/05/2025","18.0362","18.0345","18.1429","17.9894","","0.07%"
"15/05/2025","18.0230","18.2743","18.2933","17.9969","","-1.38%"
"14/05/2025","18.2745","18.3102","18.3778","18.1846","","-0.20%"
"13/05/2025","18.3105","18.2509","18.4766","18.2160","","0.25%"
"12/05/2025","18.2640","18.2209","18.3467","18.0887","","0.39%"
"09/05/2025","18.1938","18.2080","18.3066","18.1523","","-0.05%"
"08/05/2025","18.2022","18.2676","18.3453","18.0836","","-0.38%"
"07/05/2025","18.2711","18.2138","18.3476","18.1681","","0.36%"
"06/05/2025","18.2052","18.2692","18.3190","18.1399","","-0.37%"
"05/05/2025","18.2732","18.3926","18.4361","18.2324","","-0.70%"
"02/05/2025","18.4022","18.5604","18.6577","18.3481","","-0.86%"
"01/05/2025","18.5611","18.6033","18.7157","18.5157","","-0.24%"
"30/04/2025","18.6057","18.5527","18.6597","18.5142","","0.36%"
"29/04/2025","18.5383","18.5263","18.6012","18.4678","","0.10%"
"28/04/2025","18.5204","18.6846","18.7728","18.4765","","-0.89%"
"25/04/2025","18.6871","18.8015","18.9252","18.6428","","-0.61%"
"24/04/2025","18.8025","18.6717","18.8504","18.5569","","0.69%"
"23/04/2025","18.6735","18.6183","18.7089","18.4884","","0.30%"
"22/04/2025","18.6172","18.7441","18.7917","18.5519","","-0.60%"
"21/04/2025","18.7293","18.7769","18.8480","18.6336","","-0.43%"
"18/04/2025","18.8101","18.8145","18.9136","18.7744","","0.15%"
"17/04/2025","18.7821","18.8451","18.9046","18.7634","","-0.11%"
"16/04/2025","18.8032","19.0317","19.0896","18.7805","","-0.98%"
"15/04/2025","18.9896","18.8918","19.1137","18.7399","","0.61%"
"14/04/2025","18.8749","19.1031","19.1362","18.8165","","-1.28%"
"11/04/2025","19.1195","19.4213","19.5273","19.0628","","-1.29%"
"10/04/2025","19.3697","19.2972","19.6172","19.2360","","0.47%"
"09/04/2025","19.2796","19.7742","19.9350","19.2126","","-2.37%"
"08/04/2025","19.7481","19.6621","19.8152","19.3010","","0.62%"
"07/04/2025","19.6271","19.1065","19.7205","19.0797","","2.83%"
"04/04/2025","19.0875","18.7404","19.2266","18.6993","","2.02%"
"03/04/2025","18.7093","18.8888","19.0225","18.6668","","-0.83%"
"02/04/2025","18.8667","18.4782","19.0005","18.4385","","2.20%"
"01/04/2025","18.4613","18.3137","18.5200","18.2663","","0.86%"
"31/03/2025","18.3032","18.4284","18.4388","18.2180","","-0.42%"
"28/03/2025","18.3800","18.2330","18.4612","18.1153","","0.88%"
"27/03/2025","18.2199","18.2604","18.3482","18.1832","","-0.16%"
"26/03/2025","18.2485","18.2753","18.3077","18.1961","","0.02%"
"25/03/2025","18.2448","18.2325","18.3008","18.1408","","0.04%"
"24/03/2025","18.2367","18.1774","18.2794","18.0956","","0.20%"
"21/03/2025","18.2000","18.1487","18.2592","18.1182","","0.26%"
"20/03/2025","18.1529","18.1152","18.2560","18.0782","","0.36%"
"19/03/2025","18.0886","18.1433","18.2889","18.0651","","-0.24%"
"18/03/2025","18.1316","18.0911","18.1828","17.9949","","0.32%"
"17/03/2025","18.0743","18.1809","18.2542","18.0529","","-0.56%"
"14/03/2025","18.1759","18.3270","18.3554","18.1298","","-0.74%"
"13/03/2025","18.3114","18.3452","18.4454","18.2810","","0.02%"
"12/03/2025","18.3074","18.2126","18.4629","18.1754","","0.69%"
"11/03/2025","18.1827","18.3468","18.3914","18.1691","","-0.80%"
"10/03/2025","18.3290","18.2372","18.3845","18.2123","","0.72%"
"07/03/2025","18.1977","18.1345","18.3397","18.0426","","0.53%"
"06/03/2025","18.1025","18.3301","18.3828","18.1022","","-1.09%"
"05/03/2025","18.3013","18.4780","18.5384","18.2696","","-0.83%"
"04/03/2025","18.4545","18.6076","18.6716","18.4374","","-0.65%"
"03/03/2025","18.5747","18.6899","18.7237","18.5419","","-0.44%"
"28/02/2025","18.6569","18.4599","18.7341","18.4153","","1.27%"
"27/02/2025","18.4222","18.4030","18.5097","18.3570","","0.18%"
"26/02/2025","18.3883","18.4120","18.4591","18.3321","","0.00%"
"25/02/2025","18.3878","18.3710","18.4695","18.3259","","0.14%"
"24/02/2025","18.3623","18.3725","18.4430","18.2899","","0.19%"
"21/02/2025","18.3269","18.3550","18.4267","18.2970","","-0.07%"
"20/02/2025","18.3401","18.5288","18.5741","18.3049","","-0.93%"
"19/02/2025","18.5121","18.4049","18.6010","18.3263","","0.64%"
"18/02/2025","18.3951","18.4094","18.4900","18.3599","","-0.12%"
"17/02/2025","18.4166","18.3599","18.4675","18.3131","","0.44%"
"14/02/2025","18.3360","18.4900","18.5704","18.2953","","-0.79%"
"13/02/2025","18.4824","18.5300","18.6456","18.4396","","-0.23%"
"12/02/2025","18.5254","18.4915","18.5733","18.4099","","0.27%"
"11/02/2025","18.4746","18.4433","18.5293","18.4097","","0.24%"
"10/02/2025","18.4300","18.4738","18.6588","18.3546","","0.08%"
"07/02/2025","18.4146","18.4393","18.5143","18.3163","","-0.07%"
"06/02/2025","18.4277","18.5578","18.6887","18.4135","","-0.63%"
"05/02/2025","18.5446","18.6727","18.7209","18.5061","","-0.68%"
"04/02/2025","18.6725","18.7164","18.8414","18.6302","","-0.21%"
"03/02/2025","18.7114","18.7015","19.0538","18.6758","","0.32%"
"31/01/2025","18.6513","18.5849","18.7367","18.5082","","0.44%"
"30/01/2025","18.5688","18.5354","18.6093","18.4245","","0.30%"
"29/01/2025","18.5131","18.6935","18.7343","18.5047","","-0.82%"
"28/01/2025","18.6656","18.7468","18.8749","18.6424","","-0.27%"
"27/01/2025","18.7170","18.3986","18.7824","18.3973","","1.81%"
"24/01/2025","18.3836","18.5122","18.5330","18.2953","","-0.62%"
"23/01/2025","18.4992","18.4891","18.6119","18.4459","","0.15%"
"22/01/2025","18.4709","18.5043","18.5839","18.4408","","-0.11%"
"21/01/2025","18.4907","18.5318","18.6996","18.4712","","-0.17%"
"20/01/2025","18.5221","18.7516","18.7865","18.4939","","-1.12%"
"17/01/2025","18.7328","18.8325","18.8419","18.6797","","-0.38%"
"16/01/2025","18.8039","18.7656","18.9020","18.7288","","0.23%"
"15/01/2025","18.7599","18.9102","18.9580","18.7366","","-0.76%"
"14/01/2025","18.9033","19.0456","19.0714","18.8912","","-0.74%"
"13/01/2025","19.0445","19.1089","19.2393","19.0138","","-0.26%"
"10/01/2025","19.0945","18.9350","19.2169","18.8964","","0.93%"
"09/01/2025","18.9194","18.9004","18.9969","18.8280","","0.16%"
"08/01/2025","18.8896","18.6888","18.9758","18.6713","","1.15%"
"07/01/2025","18.6744","18.5812","18.7267","18.5026","","0.60%"
"06/01/2025","18.5622","18.7599","18.7935","18.4249","","-0.93%"
"03/01/2025","18.7372","18.7383","18.8242","18.6784","","0.16%"
"02/01/2025","18.7070","18.7749","18.8775","18.6599","","-0.28%"
"01/01/2025","18.7597","18.8703","18.8815","18.7695","","-0.48%"
"31/12/2024","18.8506","18.8150","18.9214","18.6994","","0.39%"
"30/12/2024","18.7765","18.7038","18.8474","18.6217","","0.52%"
"27/12/2024","18.6788","18.8417","18.8804","18.6188","","-0.71%"
"26/12/2024","18.8125","18.6859","18.9170","18.5739","","0.81%"
"25/12/2024","18.6610","18.6770","18.7750","18.6497","","0.04%"
"24/12/2024","18.6543","18.5587","18.7171","18.5041","","0.57%"
"23/12/2024","18.5487","18.3095","18.6160","18.2598","","1.37%"
"20/12/2024","18.2975","18.3820","18.4445","18.2507","","-0.47%"
"19/12/2024","18.3846","18.3402","18.4454","18.2155","","0.34%"
"18/12/2024","18.3232","18.0960","18.3732","18.0178","","1.36%"
"17/12/2024","18.0766","17.8582","18.1767","17.8258","","1.33%"
"16/12/2024","17.8389","17.8775","17.9296","17.8199","","-0.10%"
"13/12/2024","17.8575","17.7936","17.9515","17.7610","","0.39%"
"12/12/2024","17.7889","17.7045","17.8197","17.6133","","0.53%"
"11/12/2024","17.6944","17.8169","17.9132","17.6761","","-0.61%"
"10/12/2024","17.8034","17.7802","17.9104","17.7526","","0.17%"
"09/12/2024","17.7733","18.0213","18.0630","17.7152","","-1.44%"
"06/12/2024","18.0330","18.0131","18.0745","17.9468","","0.19%"
"05/12/2024","17.9997","18.1688","18.1914","17.9971","","-0.80%"
"04/12/2024","18.1443","18.1152","18.1938","18.0809","","0.32%"
"03/12/2024","18.0869","18.1379","18.2034","18.0585","","-0.18%"
"02/12/2024","18.1197","18.0600","18.2490","18.0250","","0.38%"
"29/11/2024","18.0503","18.0944","18.1371","18.0000","","-0.15%"
"28/11/2024","18.0773","18.1870","18.2754","18.0821","","-0.52%"
"27/11/2024","18.1722","18.1990","18.2436","18.0699","","0.02%"
"26/11/2024","18.1688","18.0738","18.2342","18.0271","","0.76%"
"25/11/2024","18.0314","18.1200","18.1288","17.9576","","-0.39%"
"22/11/2024","18.1020","18.1079","18.1531","18.0109","","0.04%"
"21/11/2024","18.0956","18.1187","18.1881","17.9584","","-0.13%"
"20/11/2024","18.1186","18.0512","18.1903","18.0204","","0.44%"
"19/11/2024","18.0386","17.9712","18.1815","17.9009","","0.61%"
"18/11/2024","17.9294","18.1901","18.2334","17.9203","","-1.43%"
"15/11/2024","18.1900","18.2798","18.3167","18.0987","","-0.33%"
"14/11/2024","18.2495","18.2264","18.4040","18.1593","","0.13%"
"13/11/2024","18.2265","18.1157","18.2831","17.9282","","0.74%"
"12/11/2024","18.0927","17.9307","18.1922","17.9093","","1.01%"
"11/11/2024","17.9116","17.6094","17.9988","17.5525","","1.84%"
"08/11/2024","17.5888","17.3070","17.6653","17.2776","","1.69%"
"07/11/2024","17.2966","17.6500","17.7010","17.2670","","-1.73%"
"06/11/2024","17.6015","17.4000","17.8298","17.3759","","1.33%"
"05/11/2024","17.3697","17.5341","17.5502","17.3584","","-0.77%"
"04/11/2024","17.5038","17.6579","17.6658","17.4833","","-0.73%"
"01/11/2024","17.6325","17.6200","17.6898","17.5198","","0.42%"
"31/10/2024","17.5589","17.6520","17.7696","17.5753","","-0.50%"
"30/10/2024","17.6463","17.6639","17.7684","17.5335","","0.00%"
"29/10/2024","17.6466","17.6950","17.7555","17.6085","","-0.17%"
"28/10/2024","17.6773","17.6599","17.8053","17.6019","","0.18%"
"25/10/2024","17.6464","17.6660","17.7222","17.5805","","-0.03%"
"24/10/2024","17.6525","17.7794","17.8269","17.6390","","-0.58%"
"23/10/2024","17.7550","17.5625","17.8749","17.4858","","1.27%"
"22/10/2024","17.5324","17.6151","17.6395","17.4909","","-0.39%"
"21/10/2024","17.6011","17.5950","17.6677","17.5579","","0.03%"
"18/10/2024","17.5952","17.7275","17.7290","17.5367","","-0.41%"
"17/10/2024","17.6680","17.6185","17.8024","17.5930","","0.34%"
"16/10/2024","17.6079","17.6481","17.6741","17.5408","","-0.10%"
"15/10/2024","17.6248","17.5736","17.6788","17.5287","","0.41%"
"14/10/2024","17.5524","17.4150","17.6098","17.3925","","0.83%"
"11/10/2024","17.4076","17.5229","17.5724","17.3610","","-0.55%"
"10/10/2024","17.5040","17.6453","17.6892","17.4921","","-0.79%"
"09/10/2024","17.6439","17.5645","17.6889","17.5215","","0.58%"
"08/10/2024","17.5430","17.4042","17.6168","17.3342","","1.03%"
"07/10/2024","17.3639","17.4914","17.5084","17.3454","","-0.64%"
"04/10/2024","17.4765","17.5111","17.6110","17.4163","","-0.11%"
"03/10/2024","17.4963","17.3573","17.5623","17.2801","","0.95%"
"02/10/2024","17.3314","17.3993","17.4712","17.3011","","-0.37%"
"01/10/2024","17.3966","17.2847","17.4930","17.2149","","0.81%"
"30/09/2024","17.2574","17.1021","17.3078","17.0296","","0.89%"
"27/09/2024","17.1046","17.1800","17.2605","17.0640","","-0.29%"
"26/09/2024","17.1542","17.2765","17.3244","17.1341","","-0.58%"
"25/09/2024","17.2550","17.2620","17.3626","17.1299","","0.00%"
"24/09/2024","17.2545","17.3572","17.3801","17.2323","","-0.46%"
"23/09/2024","17.3350","17.4102","17.4767","17.2836","","-0.44%"
"20/09/2024","17.4112","17.4930","17.5965","17.4025","","-0.49%"
"19/09/2024","17.4962","17.5525","17.6299","17.3907","","-0.20%"
"18/09/2024","17.5315","17.6335","17.6488","17.4198","","-0.31%"
"17/09/2024","17.5866","17.6200","17.6887","17.5763","","-0.13%"
"16/09/2024","17.6102","17.7588","17.7631","17.6026","","-0.76%"
"13/09/2024","17.7451","17.7681","17.8279","17.6884","","-0.12%"
"12/09/2024","17.7673","17.8962","18.0215","17.7523","","-0.63%"
"11/09/2024","17.8803","17.9463","17.9914","17.8335","","-0.31%"
"10/09/2024","17.9356","17.8837","17.9723","17.8055","","0.44%"
"09/09/2024","17.8576","17.8593","17.9617","17.8032","","0.02%"
"06/09/2024","17.8532","17.7100","17.8988","17.6094","","0.84%"
"05/09/2024","17.7050","17.8645","17.8946","17.6861","","-0.83%"
"04/09/2024","17.8539","17.9809","18.0250","17.8006","","-0.66%"
"03/09/2024","17.9731","17.8325","18.0103","17.8083","","0.83%"
"02/09/2024","17.8252","17.8461","17.9389","17.7971","","0.02%"
"30/08/2024","17.8217","17.7378","17.8546","17.5952","","0.44%"
"29/08/2024","17.7433","17.8225","17.8423","17.6718","","-0.37%"
"28/08/2024","17.8090","17.7463","17.8551","17.7040","","0.48%"
"27/08/2024","17.7243","17.7441","17.8069","17.6849","","0.04%"
"26/08/2024","17.7169","17.7453","17.8347","17.6795","","0.02%"
"23/08/2024","17.7125","17.9969","18.0278","17.6875","","-1.60%"
"22/08/2024","18.0003","17.8479","18.0593","17.8344","","0.96%"
"21/08/2024","17.8293","17.8175","17.9529","17.7760","","0.20%"
"20/08/2024","17.7936","17.7024","17.8887","17.6984","","0.53%"
"19/08/2024","17.6994","17.8666","17.8882","17.6710","","-0.86%"
"16/08/2024","17.8525","18.0051","18.0189","17.8496","","-0.78%"
"15/08/2024","17.9933","18.0614","18.1026","17.9706","","-0.39%"
"14/08/2024","18.0633","18.1405","18.1573","18.0175","","-0.19%"
"13/08/2024","18.0968","18.2575","18.2719","18.0916","","-0.81%"
"12/08/2024","18.2445","18.3057","18.3248","18.1758","","-0.36%"
"09/08/2024","18.3101","18.3608","18.3937","18.2757","","-0.26%"
"08/08/2024","18.3570","18.4050","18.4481","18.3225","","-0.16%"
"07/08/2024","18.3872","18.4719","18.5094","18.2720","","-0.58%"
"06/08/2024","18.4942","18.5125","18.5911","18.4018","","-0.14%"
"05/08/2024","18.5207","18.2797","18.6903","18.2688","","1.35%"
"02/08/2024","18.2747","18.2650","18.3345","18.1196","","0.03%"
"01/08/2024","18.2688","18.2001","18.3068","18.1042","","0.39%"
"31/07/2024","18.1976","18.3333","18.3497","18.1686","","-0.71%"
"30/07/2024","18.3283","18.4556","18.4788","18.2817","","-0.63%"
"29/07/2024","18.4437","18.3153","18.5268","18.2386","","0.74%"
"26/07/2024","18.3078","18.4222","18.4222","18.2221","","-0.20%"
"25/07/2024","18.3453","18.3280","18.5334","18.3144","","-0.06%"
"24/07/2024","18.3564","18.3903","18.4388","18.2670","","-0.12%"
"23/07/2024","18.3790","18.2691","18.4802","18.2340","","0.70%"
"22/07/2024","18.2520","18.2942","18.3304","18.1945","","-0.10%"
"19/07/2024","18.2698","18.2310","18.3748","18.2178","","0.09%"
"18/07/2024","18.2530","18.2297","18.2830","18.1295","","0.27%"
"17/07/2024","18.2047","18.1050","18.2757","18.0336","","0.70%"
"16/07/2024","18.0789","18.2145","18.2834","18.0320","","-0.60%"
"15/07/2024","18.1877","17.9526","18.2813","17.9526","","1.13%"
"12/07/2024","17.9850","18.0039","18.0306","17.9226","","-0.14%"
"11/07/2024","18.0111","18.1263","18.1398","17.9366","","-0.58%"
"10/07/2024","18.1154","18.1562","18.1697","18.0411","","-0.02%"
"09/07/2024","18.1188","18.1319","18.2285","18.0619","","0.07%"
"08/07/2024","18.1066","18.1749","18.2395","18.0676","","-0.66%"
"05/07/2024","18.2269","18.2613","18.3186","18.1458","","-0.32%"
"04/07/2024","18.2859","18.4242","18.4646","18.2325","","-0.73%"
"03/07/2024","18.4211","18.5851","18.6389","18.2987","","-0.91%"
"02/07/2024","18.5903","18.3111","18.6675","18.3111","","1.23%"
"01/07/2024","18.3650","18.1245","18.4149","17.9395","","0.99%"
"28/06/2024","18.1850","18.4743","18.5321","18.1318","","-1.51%"
"27/06/2024","18.4640","18.2293","18.5147","18.1301","","1.58%"
"26/06/2024","18.1771","18.2507","18.3535","18.1080","","-0.27%"
"25/06/2024","18.2266","18.1099","18.2775","18.0588","","0.61%"
"24/06/2024","18.1153","17.9915","18.2438","17.9825","","0.84%"
"21/06/2024","17.9642","17.9800","18.0163","17.8671","","-0.04%"
"20/06/2024","17.9719","17.9721","18.1803","17.9263","","0.06%"
"19/06/2024","17.9605","18.0466","18.0553","17.9171","","-0.40%"
"18/06/2024","18.0334","18.2509","18.2933","18.0310","","-1.17%"
"17/06/2024","18.2476","18.3775","18.4067","18.2032","","-0.50%"
"14/06/2024","18.3389","18.4289","18.5067","18.3015","","-0.44%"
"13/06/2024","18.4195","18.3756","18.5409","18.3160","","0.25%"
"12/06/2024","18.3740","18.5910","18.6636","18.2827","","-1.21%"
"11/06/2024","18.5982","18.7219","18.7812","18.5340","","-0.67%"
"10/06/2024","18.7236","18.8680","18.9316","18.6894","","-0.73%"
"07/06/2024","18.8605","18.9252","19.0110","18.7593","","-0.53%"
"06/06/2024","18.9607","18.9306","19.0156","18.8720","","0.18%"
"05/06/2024","18.9258","18.7094","18.9890","18.6545","","1.23%"
"04/06/2024","18.6963","18.5075","18.7810","18.4807","","1.10%"
"03/06/2024","18.4931","18.8154","18.8895","18.4879","","-1.67%"
"31/05/2024","18.8079","18.7450","18.9063","18.6315","","0.36%"
"30/05/2024","18.7401","18.4202","18.7875","18.3678","","1.93%"
"29/05/2024","18.3860","18.2982","18.4683","18.2177","","0.61%"
"28/05/2024","18.2749","18.3690","18.4349","18.2645","","-0.44%"
"27/05/2024","18.3551","18.4319","18.4709","18.3223","","-0.45%"
"24/05/2024","18.4386","18.4662","18.5061","18.3618","","-0.17%"
"23/05/2024","18.4704","18.2614","18.4974","18.2250","","1.17%"
"22/05/2024","18.2569","18.0849","18.3075","18.0315","","0.97%"
"21/05/2024","18.0821","18.2233","18.2391","18.0263","","-0.64%"
"20/05/2024","18.1991","18.1557","18.2967","18.1054","","0.28%"
"17/05/2024","18.1482","18.2033","18.2992","18.1318","","-0.26%"
"16/05/2024","18.1958","18.2796","18.3133","18.1754","","-0.35%"
"15/05/2024","18.2588","18.3784","18.4172","18.2545","","-0.50%"
"14/05/2024","18.3513","18.3429","18.4823","18.3398","","-0.06%"
"13/05/2024","18.3624","18.4525","18.4721","18.2971","","-0.45%"
"10/05/2024","18.4450","18.4675","18.5140","18.3815","","-0.14%"
"09/05/2024","18.4700","18.6150","18.6514","18.4368","","-0.47%"
"08/05/2024","18.5576","18.5035","18.6798","18.4700","","0.25%"
"07/05/2024","18.5121","18.4320","18.5643","18.4279","","0.27%"
"06/05/2024","18.4625","18.4872","18.5564","18.3725","","-0.18%"
"03/05/2024","18.4967","18.5753","18.6049","18.3923","","-0.42%"
"02/05/2024","18.5751","18.6014","18.7014","18.4895","","-0.06%"
"01/05/2024","18.5861","18.7834","18.8129","18.5441","","-0.90%"
"30/04/2024","18.7556","18.6450","18.8489","18.6313","","0.76%"
"29/04/2024","18.6142","18.8467","18.8467","18.6133","","-1.19%"
"26/04/2024","18.8392","19.0304","19.0979","18.7198","","-1.03%"
"25/04/2024","19.0354","19.2106","19.2458","18.9242","","-0.93%"
"24/04/2024","19.2141","19.1064","19.2670","19.0735","","0.53%"
"23/04/2024","19.1129","19.1961","19.2731","19.0905","","-0.39%"
"22/04/2024","19.1883","19.1111","19.2033","19.0495","","0.44%"
"19/04/2024","19.1036","19.1506","19.3908","19.0623","","-0.21%"
"18/04/2024","19.1436","19.0253","19.2086","18.9222","","0.63%"
"17/04/2024","19.0229","19.0523","19.1117","18.9147","","-0.09%"
"16/04/2024","19.0395","18.9696","19.1154","18.9485","","0.28%"
"15/04/2024","18.9861","18.8630","19.0568","18.7941","","0.68%"
"12/04/2024","18.8578","18.7341","18.9820","18.6486","","0.68%"
"11/04/2024","18.7310","18.7332","18.8508","18.6797","","0.04%"
"10/04/2024","18.7228","18.4564","18.8106","18.4333","","1.41%"
"09/04/2024","18.4616","18.6425","18.6526","18.4093","","-0.92%"
"08/04/2024","18.6321","18.6752","18.7495","18.5368","","-0.19%"
"05/04/2024","18.6677","18.7132","18.7750","18.5782","","-0.21%"
"04/04/2024","18.7076","18.6714","18.7533","18.5692","","0.23%"
"03/04/2024","18.6638","18.7733","18.8622","18.6425","","-0.56%"
"02/04/2024","18.7694","18.9007","19.0102","18.7439","","-0.86%"
"01/04/2024","18.9324","18.9342","19.0287","18.7897","","0.06%"
"29/03/2024","18.9214","18.9329","18.9594","18.8410","","-0.08%"
"28/03/2024","18.9368","18.9072","19.1091","18.8876","","0.21%"
"27/03/2024","18.8967","18.9804","19.0089","18.8708","","-0.25%"
"26/03/2024","18.9450","18.9104","19.0032","18.8494","","0.33%"
"25/03/2024","18.8823","19.0063","19.0373","18.8571","","-0.55%"
"22/03/2024","18.9868","18.8263","19.0695","18.8019","","0.94%"
"21/03/2024","18.8107","18.7380","18.8780","18.6448","","0.61%"
"20/03/2024","18.6961","18.9189","18.9737","18.6678","","-1.07%"
"19/03/2024","18.8975","18.9459","19.0345","18.8911","","-0.25%"
"18/03/2024","18.9452","18.7528","19.0042","18.7465","","1.12%"
"15/03/2024","18.7360","18.7348","18.7896","18.6409","","0.04%"
"14/03/2024","18.7292","18.5751","18.7971","18.5542","","0.84%"
"13/03/2024","18.5740","18.7264","18.7595","18.5028","","-0.46%"
"12/03/2024","18.6600","18.6896","18.7726","18.5440","","-0.06%"
"11/03/2024","18.6704","18.7626","18.8568","18.6283","","-0.23%"
"08/03/2024","18.7138","18.6810","18.7731","18.5765","","0.22%"
"07/03/2024","18.6729","18.8246","18.8750","18.6688","","-0.80%"
"06/03/2024","18.8243","18.9762","19.0028","18.7838","","-0.74%"
"05/03/2024","18.9648","19.0421","19.1017","18.8899","","-0.32%"
"04/03/2024","19.0254","19.1225","19.1288","19.0014","","-0.46%"
"01/03/2024","19.1125","19.2126","19.2490","19.0781","","-0.49%"
"29/02/2024","19.2061","19.2232","19.3314","19.1544","","-0.28%"
"28/02/2024","19.2601","19.0975","19.3265","19.0746","","0.84%"
"27/02/2024","19.1003","19.2946","19.3272","19.0545","","-1.02%"
"26/02/2024","19.2968","19.3229","19.3613","19.2500","","-0.05%"
"23/02/2024","19.3058","19.1536","19.3953","19.1043","","0.83%"
"22/02/2024","19.1475","18.9289","19.1895","18.8216","","1.19%"
"21/02/2024","18.9227","18.9257","18.9723","18.7582","","0.12%"
"20/02/2024","18.8996","18.9812","19.0825","18.8810","","-0.35%"
"19/02/2024","18.9652","18.8346","19.0093","18.8346","","0.48%"
"16/02/2024","18.8748","18.9657","18.9922","18.8337","","-0.35%"
"15/02/2024","18.9405","19.0413","19.0882","18.8899","","-0.48%"
"14/02/2024","19.0312","19.1066","19.1993","19.0254","","-0.37%"
"13/02/2024","19.1028","18.9069","19.1817","18.7941","","1.00%"
"12/02/2024","18.9140","19.0200","19.0780","18.9024","","-0.56%"
"09/02/2024","19.0199","18.9599","19.0711","18.9128","","0.34%"
"08/02/2024","18.9555","18.8854","19.0055","18.8645","","0.37%"
"07/02/2024","18.8861","18.8347","18.9449","18.8015","","0.29%"
