Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Prod_Merc_Positions_Long_ALL,Prod_Merc_Positions_Short_ALL,Swap_Positions_Long_All,Swap__Positions_Short_All,Swap__Positions_Spread_All,M_Money_Positions_Long_ALL,M_Money_Positions_Short_ALL,M_Money_Positions_Spread_ALL,Other_Rept_Positions_Long_ALL,Other_Rept_Positions_Short_ALL,Other_Rept_Positions_Spread_ALL,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,Prod_Merc_Positions_Long_Old,Prod_Merc_Positions_Short_Old,Swap_Positions_Long_Old,Swap_Positions_Short_Old,Swap_Positions_Spread_Old,M_Money_Positions_Long_Old,M_Money_Positions_Short_Old,M_Money_Positions_Spread_Old,Other_Rept_Positions_Long_Old,Other_Rept_Positions_Short_Old,Other_Rept_Positions_Spread_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,Prod_Merc_Positions_Long_Other,Prod_Merc_Positions_Short_Other,Swap_Positions_Long_Other,Swap_Positions_Short_Other,Swap_Positions_Spread_Other,M_Money_Positions_Long_Other,M_Money_Positions_Short_Other,M_Money_Positions_Spread_Other,Other_Rept_Positions_Long_Other,Other_Rept_Positions_Short_Other,Other_Rept_Positions_Spread_Othr,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_Prod_Merc_Long_All,Change_in_Prod_Merc_Short_All,Change_in_Swap_Long_All,Change_in_Swap_Short_All,Change_in_Swap_Spread_All,Change_in_M_Money_Long_All,Change_in_M_Money_Short_All,Change_in_M_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Prod_Merc_Long_All,Pct_of_OI_Prod_Merc_Short_All,Pct_of_OI_Swap_Long_All,Pct_of_OI_Swap_Short_All,Pct_of_OI_Swap_Spread_All,Pct_of_OI_M_Money_Long_All,Pct_of_OI_M_Money_Short_All,Pct_of_OI_M_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_Prod_Merc_Long_Old,Pct_of_OI_Prod_Merc_Short_Old,Pct_of_OI_Swap_Long_Old,Pct_of_OI_Swap_Short_Old,Pct_of_OI_Swap_Spread_Old,Pct_of_OI_M_Money_Long_Old,Pct_of_OI_M_Money_Short_Old,Pct_of_OI_M_Money_Spread_Old,Pct_of_OI_Other_Rept_Long_Old,Pct_of_OI_Other_Rept_Short_Old,Pct_of_OI_Other_Rept_Spread_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_Prod_Merc_Long_Other,Pct_of_OI_Prod_Merc_Short_Other,Pct_of_OI_Swap_Long_Other,Pct_of_OI_Swap_Short_Other,Pct_of_OI_Swap_Spread_Other,Pct_of_OI_M_Money_Long_Other,Pct_of_OI_M_Money_Short_Other,Pct_of_OI_M_Money_Spread_Other,Pct_of_OI_Other_Rept_Long_Other,Pct_of_OI_Other_Rept_Short_Other,Pct_of_OI_Other_Rept_Spread_Othr,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_Prod_Merc_Long_All,Traders_Prod_Merc_Short_All,Traders_Swap_Long_All,Traders_Swap_Short_All,Traders_Swap_Spread_All,Traders_M_Money_Long_All,Traders_M_Money_Short_All,Traders_M_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_Prod_Merc_Long_Old,Traders_Prod_Merc_Short_Old,Traders_Swap_Long_Old,Traders_Swap_Short_Old,Traders_Swap_Spread_Old,Traders_M_Money_Long_Old,Traders_M_Money_Short_Old,Traders_M_Money_Spread_Old,Traders_Other_Rept_Long_Old,Traders_Other_Rept_Short_Old,Traders_Other_Rept_Spread_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_Prod_Merc_Long_Other,Traders_Prod_Merc_Short_Other,Traders_Swap_Long_Other,Traders_Swap_Short_Other,Traders_Swap_Spread_Other,Traders_M_Money_Long_Other,Traders_M_Money_Short_Other,Traders_M_Money_Spread_Other,Traders_Other_Rept_Long_Other,Traders_Other_Rept_Short_Other,Traders_Other_Rept_Spread_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined
GOLD - COMMODITY EXCHANGE INC.,201020,10/20/2020,088691,CMX ,01,088 ,562993,16306,117914,80534,273050,20078,149108,58543,19728,191098,32059,20147,496999,541519,65994,21474,562993,16306,117914,80534,273050,20078,149108,58543,19728,191098,32059,20147,496999,541519,65994,21474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9796,669,1763,23,8398,-203,10939,2155,-2533,2281,2132,398,11574,12110,-1778,-2314,100,2.9,20.9,14.3,48.5,3.6,26.5,10.4,3.5,33.9,5.7,3.6,88.3,96.2,11.7,3.8,100,2.9,20.9,14.3,48.5,3.6,26.5,10.4,3.5,33.9,5.7,3.6,88.3,96.2,11.7,3.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,16,23,20,28,26,99,26,32,121,36,36,307,164,371,16,23,20,28,26,99,26,32,121,36,36,307,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8,29.1,26.9,44.9,17.7,28.8,26.8,43.4,17.8,29.1,26.9,44.9,17.7,28.8,26.8,43.4,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,201013,10/13/2020,088691,CMX ,01,088 ,553197,15637,116151,80511,264652,20281,138169,56388,22261,188817,29927,19749,485425,529409,67772,23788,553197,15637,116151,80511,264652,20281,138169,56388,22261,188817,29927,19749,485425,529409,67772,23788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2358,-1453,1675,-93,-7034,-6426,-1181,11650,-2695,7245,2330,995,-3608,495,1250,-2853,100,2.8,21,14.6,47.8,3.7,25,10.2,4,34.1,5.4,3.6,87.7,95.7,12.3,4.3,100,2.8,21,14.6,47.8,3.7,25,10.2,4,34.1,5.4,3.6,87.7,95.7,12.3,4.3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,17,23,21,27,25,95,31,37,126,36,35,308,170,374,17,23,21,27,25,95,31,37,126,36,35,308,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9,29.5,27.3,44.9,17.8,29.3,27.2,43.1,17.9,29.5,27.3,44.9,17.8,29.3,27.2,43.1,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,201006,10/6/2020,088691,CMX ,01,088 ,555555,17090,114476,80604,271686,26707,139350,44738,24956,181572,27597,18754,489033,528914,66522,26641,555555,17090,114476,80604,271686,26707,139350,44738,24956,181572,27597,18754,489033,528914,66522,26641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6841,-1005,-461,-77,1669,-8174,-970,-1210,-3579,5786,1098,-788,-8807,-11445,1966,4604,100,3.1,20.6,14.5,48.9,4.8,25.1,8.1,4.5,32.7,5,3.4,88,95.2,12,4.8,100,3.1,20.6,14.5,48.9,4.8,25.1,8.1,4.5,32.7,5,3.4,88,95.2,12,4.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,17,24,19,29,26,96,30,38,122,30,34,301,169,365,17,24,19,29,26,96,30,38,122,30,34,301,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7,29.4,27,46.1,17.7,28.5,26.9,42.9,17.7,29.4,27,46.1,17.7,28.5,26.9,42.9,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,200929,9/29/2020,088691,CMX ,01,088 ,562396,18095,114937,80681,270017,34881,140320,45948,28535,175786,26499,19542,497840,540359,64556,22037,562396,18095,114937,80681,270017,34881,140320,45948,28535,175786,26499,19542,497840,540359,64556,22037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13481,-2639,1166,-2988,12977,1384,-4350,-17274,-68,11441,-234,-11147,-8367,-13196,-5114,-285,100,3.2,20.4,14.3,48,6.2,25,8.2,5.1,31.3,4.7,3.5,88.5,96.1,11.5,3.9,100,3.2,20.4,14.3,48,6.2,25,8.2,5.1,31.3,4.7,3.5,88.5,96.1,11.5,3.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,16,25,23,26,26,101,26,36,123,33,32,302,169,370,16,25,23,26,26,101,26,36,123,33,32,302,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4,29.2,26.6,46.4,17.3,27.9,26.2,43.1,17.4,29.2,26.6,46.4,17.3,27.9,26.2,43.1,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,200922,9/22/2020,088691,CMX ,01,088 ,575877,20734,113771,83669,257040,33497,144670,63222,28603,164345,26733,30689,506207,553555,69670,22322,575877,20734,113771,83669,257040,33497,144670,63222,28603,164345,26733,30689,506207,553555,69670,22322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3048,1053,-7851,2645,-7229,7912,-21901,7749,1705,6404,-1329,-1999,-4181,-1042,1133,-2006,100,3.6,19.8,14.5,44.6,5.8,25.1,11,5,28.5,4.6,5.3,87.9,96.1,12.1,3.9,100,3.6,19.8,14.5,44.6,5.8,25.1,11,5,28.5,4.6,5.3,87.9,96.1,12.1,3.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,15,26,21,26,29,97,32,43,121,40,47,315,190,379,15,26,21,26,29,97,32,43,121,40,47,315,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,27.5,26.2,42.8,16.7,25.3,26,38.8,16.7,27.5,26.2,42.8,16.7,25.3,26,38.8,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,200915,9/15/2020,088691,CMX ,01,088 ,578925,19681,121622,81024,264269,25585,166571,55473,26898,157941,28062,32688,510388,554597,68537,24328,578925,19681,121622,81024,264269,25585,166571,55473,26898,157941,28062,32688,510388,554597,68537,24328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21468,1915,2679,1243,4625,1082,11043,4237,3691,296,2598,946,20216,19858,1252,1610,100,3.4,21,14,45.6,4.4,28.8,9.6,4.6,27.3,4.8,5.6,88.2,95.8,11.8,4.2,100,3.4,21,14,45.6,4.4,28.8,9.6,4.6,27.3,4.8,5.6,88.2,95.8,11.8,4.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,16,24,18,26,29,105,26,40,124,42,53,324,184,379,16,24,18,26,29,105,26,40,124,42,53,324,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4,28.9,26.5,43.6,17.2,26.6,26.3,40,17.4,28.9,26.5,43.6,17.2,26.6,26.3,40,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,200908,9/8/2020,088691,CMX ,01,088 ,557457,17766,118943,79781,259644,24503,155528,51236,23207,157645,25464,31742,490172,534739,67285,22718,557457,17766,118943,79781,259644,24503,155528,51236,23207,157645,25464,31742,490172,534739,67285,22718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9753,-121,3196,-551,-234,1468,8353,1803,-336,-1298,-425,4304,11819,9776,-2066,-23,100,3.2,21.3,14.3,46.6,4.4,27.9,9.2,4.2,28.3,4.6,5.7,87.9,95.9,12.1,4.1,100,3.2,21.3,14.3,46.6,4.4,27.9,9.2,4.2,28.3,4.6,5.7,87.9,95.9,12.1,4.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,14,24,18,26,27,98,28,37,120,37,48,309,175,366,14,24,18,26,27,98,28,37,120,37,48,309,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2,29.2,27.5,44.2,18,27.1,27.1,41,18.2,29.2,27.5,44.2,18,27.1,27.1,41,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,200901,9/1/2020,088691,CMX ,01,088 ,547704,17887,115747,80332,259878,23035,147175,49433,23543,158943,25889,27438,478353,524963,69351,22741,547704,17887,115747,80332,259878,23035,147175,49433,23543,158943,25889,27438,478353,524963,69351,22741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1578,-3658,1143,-3453,2707,99,2120,-8773,-1290,2439,3574,-801,-4544,-3341,2966,1763,100,3.3,21.1,14.7,47.4,4.2,26.9,9,4.3,29,4.7,5,87.3,95.8,12.7,4.2,100,3.3,21.1,14.7,47.4,4.2,26.9,9,4.3,29,4.7,5,87.3,95.8,12.7,4.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,16,26,19,25,28,96,24,34,122,33,43,306,164,358,16,26,19,25,28,96,24,34,122,33,43,306,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4,29.1,27.8,44.5,18.2,27.2,27.3,41.6,18.4,29.1,27.8,44.5,18.2,27.2,27.3,41.6,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,200825,8/25/2020,088691,CMX ,01,088 ,549282,21545,114604,83785,257171,22936,145055,58206,24833,156504,22315,28239,482897,528304,66385,20978,549282,21545,114604,83785,257171,22936,145055,58206,24833,156504,22315,28239,482897,528304,66385,20978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5272,2126,4193,1222,-2171,1407,-5961,2628,1230,5151,-958,665,5840,6994,-568,-1722,100,3.9,20.9,15.3,46.8,4.2,26.4,10.6,4.5,28.5,4.1,5.1,87.9,96.2,12.1,3.8,100,3.9,20.9,15.3,46.8,4.2,26.4,10.6,4.5,28.5,4.1,5.1,87.9,96.2,12.1,3.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,20,27,20,26,24,95,28,39,116,39,46,303,180,366,20,27,20,26,24,95,28,39,116,39,46,303,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7,28.2,27.5,44.9,18.4,26.4,26.9,41.8,18.7,28.2,27.5,44.9,18.4,26.4,26.9,41.8,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,200818,8/18/2020,088691,CMX ,01,088 ,544010,19419,110411,82563,259342,21529,151016,55578,23603,151353,23273,27574,477057,521310,66953,22700,544010,19419,110411,82563,259342,21529,151016,55578,23603,151353,23273,27574,477057,521310,66953,22700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9335,-700,-3355,851,2946,235,-4402,-2148,-1417,-96,-1815,-2687,-8216,-8241,-1119,-1094,100,3.6,20.3,15.2,47.7,4,27.8,10.2,4.3,27.8,4.3,5.1,87.7,95.8,12.3,4.2,100,3.6,20.3,15.2,47.7,4,27.8,10.2,4.3,27.8,4.3,5.1,87.7,95.8,12.3,4.2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,17,27,20,27,29,99,24,37,113,39,38,304,170,363,17,27,20,27,29,99,24,37,113,39,38,304,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8,27.4,27.4,43.8,18.5,25.8,26.7,41.4,18.8,27.4,27.4,43.8,18.5,25.8,26.7,41.4,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,200811,8/11/2020,088691,CMX ,01,088 ,553345,20119,113766,81712,256396,21294,155418,57726,25020,151449,25088,30261,485273,529551,68072,23794,553345,20119,113766,81712,256396,21294,155418,57726,25020,151449,25088,30261,485273,529551,68072,23794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8492,961,-2982,2067,-2004,988,-9939,5841,399,-5041,-6128,1428,-9137,-2458,645,-6034,100,3.6,20.6,14.8,46.3,3.8,28.1,10.4,4.5,27.4,4.5,5.5,87.7,95.7,12.3,4.3,100,3.6,20.6,14.8,46.3,3.8,28.1,10.4,4.5,27.4,4.5,5.5,87.7,95.7,12.3,4.3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,18,29,18,25,29,101,31,36,120,41,41,310,181,376,18,29,18,25,29,101,31,36,120,41,41,310,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4,26.2,26.9,41.1,18.1,24.8,26.1,38.6,18.4,26.2,26.9,41.1,18.1,24.8,26.1,38.6,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,200804,8/4/2020,088691,CMX ,01,088 ,561837,19158,116748,79645,258400,20306,165357,51885,24621,156490,31216,28833,494410,532009,67427,29828,561837,19158,116748,79645,258400,20306,165357,51885,24621,156490,31216,28833,494410,532009,67427,29828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36792,-1336,5779,4751,-4396,-24109,5463,9127,-24151,3796,-1813,-3232,-38818,-42795,2026,6003,100,3.4,20.8,14.2,46,3.6,29.4,9.2,4.4,27.9,5.6,5.1,88,94.7,12,5.3,100,3.4,20.8,14.2,46,3.6,29.4,9.2,4.4,27.9,5.6,5.1,88,94.7,12,5.3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,16,32,18,26,29,109,24,38,114,46,35,311,181,381,16,32,18,26,29,109,24,38,114,46,35,311,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7,25.2,26.2,39.9,17.3,24.1,25.2,37.5,17.7,25.2,26.2,39.9,17.3,24.1,25.2,37.5,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,200728,7/28/2020,088691,CMX ,01,088 ,598629,20494,110969,74894,262796,44415,159894,42758,48772,152694,33029,32065,533228,574804,65401,23825,598629,20494,110969,74894,262796,44415,159894,42758,48772,152694,33029,32065,533228,574804,65401,23825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4509,-2551,-12334,3260,-12439,9404,-21362,1771,10903,-287,6215,-2053,-2686,1467,-1823,-5976,100,3.4,18.5,12.5,43.9,7.4,26.7,7.1,8.1,25.5,5.5,5.4,89.1,96,10.9,4,100,3.4,18.5,12.5,43.9,7.4,26.7,7.1,8.1,25.5,5.5,5.4,89.1,96,10.9,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,16,35,17,27,30,107,24,47,113,45,46,313,201,380,16,35,17,27,30,107,24,47,113,45,46,313,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,24.1,25,39,16.1,22.4,23,35.1,16.7,24.1,25,39,16.1,22.4,23,35.1,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,200721,7/21/2020,088691,CMX ,01,088 ,603138,23045,123303,71634,275235,35011,181256,40987,37869,152981,26814,34118,535914,573337,67224,29801,603138,23045,123303,71634,275235,35011,181256,40987,37869,152981,26814,34118,535914,573337,67224,29801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22963,513,4519,-1437,-3602,4705,3856,-1440,8916,176,1464,3475,20204,18037,2759,4926,100,3.8,20.4,11.9,45.6,5.8,30.1,6.8,6.3,25.4,4.4,5.7,88.9,95.1,11.1,4.9,100,3.8,20.4,11.9,45.6,5.8,30.1,6.8,6.3,25.4,4.4,5.7,88.9,95.1,11.1,4.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,20,34,17,28,29,115,23,42,115,44,47,322,198,389,20,34,17,28,29,115,23,42,115,44,47,322,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,25.1,27.2,40.1,18.4,24.2,25.9,38.1,19,25.1,27.2,40.1,18.4,24.2,25.9,38.1,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,200714,7/14/2020,088691,CMX ,01,088 ,580175,22532,118784,73071,278837,30306,177400,42427,28953,152805,25350,30643,515710,555300,64465,24875,580175,22532,118784,73071,278837,30306,177400,42427,28953,152805,25350,30643,515710,555300,64465,24875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7399,2180,6079,124,-4349,5181,-2410,1960,2414,-4415,-3855,3152,6226,10582,1173,-3183,100,3.9,20.5,12.6,48.1,5.2,30.6,7.3,5,26.3,4.4,5.3,88.9,95.7,11.1,4.3,100,3.9,20.5,12.6,48.1,5.2,30.6,7.3,5,26.3,4.4,5.3,88.9,95.7,11.1,4.3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,20,32,17,26,27,113,25,39,114,40,48,318,190,383,20,32,17,26,27,113,25,39,114,40,48,318,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1,26.7,27.6,41.8,18.5,25.8,26.4,40,19.1,26.7,27.6,41.8,18.5,25.8,26.4,40,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,200707,7/7/2020,088691,CMX ,01,088 ,572776,20352,112705,72947,283186,25125,179810,40467,26539,157220,29205,27491,509484,544718,63292,28058,572776,20352,112705,72947,283186,25125,179810,40467,26539,157220,29205,27491,509484,544718,63292,28058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11148,554,-2516,-2500,1699,3673,6284,5496,1198,1804,1904,-1036,9977,10418,1171,730,100,3.6,19.7,12.7,49.4,4.4,31.4,7.1,4.6,27.4,5.1,4.8,88.9,95.1,11.1,4.9,100,3.6,19.7,12.7,49.4,4.4,31.4,7.1,4.6,27.4,5.1,4.8,88.9,95.1,11.1,4.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,19,27,17,26,25,114,23,37,113,43,52,318,181,374,19,27,17,26,25,114,23,37,113,43,52,318,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8,28.1,27,43.5,18.6,26.4,26.8,40.7,18.8,28.1,27,43.5,18.6,26.4,26.8,40.7,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,200630,6/30/2020,088691,CMX ,01,088 ,561628,19798,115221,75447,281487,21452,173526,34971,25341,155416,27301,28527,499507,534300,62121,27328,561628,19798,115221,75447,281487,21452,173526,34971,25341,155416,27301,28527,499507,534300,62121,27328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29527,2027,3280,1003,13921,-743,11933,2893,2469,8550,2877,3844,29083,28541,444,986,100,3.5,20.5,13.4,50.1,3.8,30.9,6.2,4.5,27.7,4.9,5.1,88.9,95.1,11.1,4.9,100,3.5,20.5,13.4,50.1,3.8,30.9,6.2,4.5,27.7,4.9,5.1,88.9,95.1,11.1,4.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,17,28,18,25,24,110,24,35,112,44,45,310,177,373,17,28,18,25,24,110,24,35,112,44,45,310,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6,29,27.2,44.3,18.4,27.2,27,41.8,18.6,29,27.2,44.3,18.4,27.2,27,41.8,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,200623,6/23/2020,088691,CMX ,01,088 ,532101,17771,111941,74444,267566,22195,161593,32078,22872,146866,24424,24683,470424,505759,61677,26342,532101,17771,111941,74444,267566,22195,161593,32078,22872,146866,24424,24683,470424,505759,61677,26342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42538,10,6603,-2314,20365,5792,25648,821,276,5416,2634,1192,36020,37683,6518,4855,100,3.3,21,14,50.3,4.2,30.4,6,4.3,27.6,4.6,4.6,88.4,95,11.6,5,100,3.3,21,14,50.3,4.2,30.4,6,4.3,27.6,4.6,4.6,88.4,95,11.6,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,19,28,18,24,22,118,23,31,107,37,38,305,163,367,19,28,18,24,22,118,23,31,107,37,38,305,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3,29.2,26.5,44.8,17.2,27.2,26.1,42.3,17.3,29.2,26.5,44.8,17.2,27.2,26.1,42.3,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
